,condition,outcome,persona,response
178,periwinkle partridge,gender,p0936,2
179,periwinkle partridge,gender,p0938,1
180,periwinkle partridge,gender,p0939,2
181,periwinkle partridge,gender,p0946,1
182,periwinkle partridge,gender,p0951,1
183,periwinkle partridge,gender,p0956,2
184,periwinkle partridge,gender,p0962,2
185,periwinkle partridge,gender,p0963,1
186,periwinkle partridge,gender,p0969,1
187,periwinkle partridge,gender,p0972,1
188,periwinkle partridge,gender,p0975,1
189,periwinkle partridge,gender,p0985,2
190,periwinkle partridge,gender,p0993,1
191,periwinkle partridge,gender,p0996,2
192,periwinkle partridge,gender,p1011,1
193,periwinkle partridge,gender,p1017,2
194,periwinkle partridge,gender,p1020,1
195,periwinkle partridge,gender,p1022,1
196,periwinkle partridge,gender,p1024,2
197,periwinkle partridge,gender,p1027,1
198,periwinkle partridge,gender,p1028,1
199,periwinkle partridge,gender,p1029,2
200,periwinkle partridge,gender,p1032,1
201,periwinkle partridge,gender,p1040,1
202,periwinkle partridge,gender,p1047,1
203,periwinkle partridge,gender,p1048,1
204,periwinkle partridge,gender,p1053,2
205,periwinkle partridge,gender,p1057,1
206,periwinkle partridge,gender,p1058,2
207,periwinkle partridge,gender,p1063,1
208,periwinkle partridge,gender,p1064,2
209,periwinkle partridge,gender,p1065,1
210,periwinkle partridge,gender,p1069,2
211,periwinkle partridge,gender,p1072,1
212,periwinkle partridge,gender,p1073,1
213,periwinkle partridge,gender,p1075,2
214,periwinkle partridge,gender,p1076,2
215,periwinkle partridge,gender,p1083,2
216,periwinkle partridge,gender,p1089,1
217,periwinkle partridge,gender,p1093,1
218,periwinkle partridge,gender,p1096,2
219,periwinkle partridge,gender,p1100,1
220,periwinkle partridge,gender,p1106,2
221,periwinkle partridge,gender,p1107,2
222,periwinkle partridge,gender,p1113,1
223,periwinkle partridge,gender,p1117,1
224,periwinkle partridge,gender,p1120,1
225,periwinkle partridge,gender,p1134,1
226,periwinkle partridge,gender,p1136,1
227,periwinkle partridge,gender,p1138,2
228,periwinkle partridge,gender,p1144,1
229,periwinkle partridge,gender,p1145,1
230,periwinkle partridge,gender,p1147,2
231,periwinkle partridge,gender,p1148,1
232,periwinkle partridge,gender,p1154,2
233,periwinkle partridge,gender,p1159,1
234,periwinkle partridge,gender,p1167,1
235,periwinkle partridge,gender,p1175,2
236,periwinkle partridge,gender,p1178,2
237,periwinkle partridge,gender,p1184,2
238,periwinkle partridge,gender,p1186,1
239,periwinkle partridge,gender,p1196,1
240,periwinkle partridge,gender,p1197,2
241,periwinkle partridge,gender,p1203,1
242,periwinkle partridge,gender,p1219,2
243,periwinkle partridge,gender,p1225,1
244,periwinkle partridge,gender,p1234,2
245,periwinkle partridge,gender,p1242,1
246,periwinkle partridge,gender,p1244,1
247,periwinkle partridge,gender,p1249,2
248,periwinkle partridge,gender,p1250,1
249,periwinkle partridge,gender,p1256,1
250,periwinkle partridge,gender,p1258,2
251,periwinkle partridge,gender,p1260,1
252,periwinkle partridge,gender,p1262,1
253,periwinkle partridge,gender,p1264,2
254,periwinkle partridge,gender,p1265,2
255,periwinkle partridge,gender,p1269,1
256,periwinkle partridge,gender,p1272,2
257,periwinkle partridge,gender,p1278,1
258,periwinkle partridge,gender,p1281,2
259,periwinkle partridge,gender,p1292,1
260,periwinkle partridge,gender,p1299,2
261,periwinkle partridge,gender,p1312,2
262,periwinkle partridge,gender,p1322,1
263,periwinkle partridge,gender,p1326,2
264,periwinkle partridge,gender,p1330,2
265,periwinkle partridge,gender,p1335,2
266,periwinkle partridge,gender,p1337,1
267,periwinkle partridge,gender,p1340,1
268,periwinkle partridge,gender,p1345,1
269,periwinkle partridge,gender,p1351,1
270,periwinkle partridge,gender,p1355,2
271,periwinkle partridge,gender,p1362,2
272,periwinkle partridge,gender,p1365,1
273,periwinkle partridge,gender,p1366,2
274,periwinkle partridge,gender,p1367,1
275,periwinkle partridge,gender,p1370,2
276,periwinkle partridge,gender,p1371,1
277,periwinkle partridge,gender,p1373,2
278,periwinkle partridge,gender,p1375,2
279,periwinkle partridge,gender,p1376,2
280,periwinkle partridge,gender,p1379,2
281,periwinkle partridge,gender,p1381,2
282,periwinkle partridge,gender,p1393,2
283,periwinkle partridge,gender,p1396,2
284,periwinkle partridge,gender,p1398,1
285,periwinkle partridge,gender,p1404,2
286,periwinkle partridge,gender,p1406,1
287,periwinkle partridge,gender,p1407,2
288,periwinkle partridge,gender,p1409,1
289,periwinkle partridge,gender,p1412,1
290,periwinkle partridge,gender,p1414,1
291,periwinkle partridge,gender,p1424,1
292,periwinkle partridge,gender,p1425,1
293,periwinkle partridge,gender,p1429,2
294,periwinkle partridge,gender,p1434,1
295,periwinkle partridge,gender,p1441,1
296,periwinkle partridge,gender,p1445,1
297,periwinkle partridge,gender,p1450,1
298,periwinkle partridge,gender,p1454,1
299,periwinkle partridge,gender,p1456,1
300,periwinkle partridge,gender,p1457,2
301,periwinkle partridge,gender,p1458,1
302,periwinkle partridge,gender,p1469,1
303,periwinkle partridge,gender,p1470,1
304,periwinkle partridge,gender,p1481,1
305,periwinkle partridge,gender,p1488,2
306,periwinkle partridge,gender,p1492,1
307,periwinkle partridge,gender,p1495,1
308,periwinkle partridge,gender,p1497,2
309,periwinkle partridge,gender,p1499,1
310,periwinkle partridge,gender,p1503,1
311,periwinkle partridge,gender,p1511,1
312,periwinkle partridge,gender,p1512,2
313,periwinkle partridge,gender,p1518,2
314,periwinkle partridge,gender,p1519,2
315,periwinkle partridge,gender,p1520,2
316,periwinkle partridge,gender,p1524,2
317,periwinkle partridge,gender,p1526,2
318,periwinkle partridge,gender,p1537,1
319,periwinkle partridge,gender,p1545,2
320,periwinkle partridge,gender,p1547,2
321,periwinkle partridge,gender,p1552,1
322,periwinkle partridge,gender,p1567,1
323,periwinkle partridge,gender,p1568,2
324,periwinkle partridge,gender,p1579,2
325,periwinkle partridge,gender,p1587,2
326,periwinkle partridge,gender,p1596,1
327,periwinkle partridge,gender,p1600,1
328,periwinkle partridge,gender,p1603,2
329,periwinkle partridge,gender,p1604,2
330,periwinkle partridge,gender,p1610,2
331,periwinkle partridge,gender,p1618,1
332,periwinkle partridge,gender,p1619,1
333,periwinkle partridge,gender,p1622,1
334,periwinkle partridge,gender,p1623,1
335,periwinkle partridge,gender,p1630,1
336,periwinkle partridge,gender,p1641,1
337,periwinkle partridge,gender,p1649,1
338,periwinkle partridge,gender,p1652,1
339,periwinkle partridge,gender,p1665,1
340,periwinkle partridge,gender,p1669,1
341,periwinkle partridge,gender,p1685,1
342,periwinkle partridge,gender,p1693,2
343,periwinkle partridge,gender,p1698,1
344,periwinkle partridge,gender,p1704,1
345,periwinkle partridge,gender,p1711,1
346,periwinkle partridge,gender,p1718,1
347,periwinkle partridge,gender,p1732,1
348,periwinkle partridge,gender,p1739,1
349,periwinkle partridge,gender,p1741,1
350,periwinkle partridge,gender,p1746,1
351,periwinkle partridge,gender,p1751,1
352,periwinkle partridge,gender,p1754,2
353,periwinkle partridge,gender,p1769,2
354,periwinkle partridge,gender,p1771,2
355,periwinkle partridge,gender,p1776,1
356,periwinkle partridge,gender,p1780,1
357,periwinkle partridge,gender,p1785,2
358,periwinkle partridge,gender,p1791,1
359,periwinkle partridge,gender,p1793,1
360,periwinkle partridge,gender,p1796,1
361,periwinkle partridge,gender,p1805,1
362,periwinkle partridge,gender,p1812,1
363,periwinkle partridge,gender,p1816,2
364,periwinkle partridge,gender,p1819,1
365,periwinkle partridge,gender,p1825,1
366,periwinkle partridge,gender,p1836,1
367,periwinkle partridge,gender,p1839,2
368,periwinkle partridge,gender,p1861,1
369,periwinkle partridge,gender,p1863,1
370,periwinkle partridge,gender,p1873,1
371,periwinkle partridge,gender,p1875,1
372,periwinkle partridge,gender,p1876,2
373,periwinkle partridge,gender,p1877,2
374,periwinkle partridge,gender,p1880,2
375,periwinkle partridge,gender,p1883,1
376,periwinkle partridge,gender,p1889,1
377,periwinkle partridge,gender,p1893,1
378,periwinkle partridge,gender,p1896,1
379,periwinkle partridge,gender,p1913,1
380,periwinkle partridge,gender,p1922,1
381,periwinkle partridge,gender,p1930,1
382,periwinkle partridge,gender,p1935,1
383,periwinkle partridge,gender,p1940,1
384,periwinkle partridge,gender,p1948,2
385,periwinkle partridge,gender,p1950,2
386,periwinkle partridge,gender,p1954,1
387,periwinkle partridge,gender,p1956,2
388,periwinkle partridge,gender,p1958,1
389,periwinkle partridge,gender,p1967,2
390,periwinkle partridge,gender,p1973,1
391,periwinkle partridge,gender,p1978,1
392,periwinkle partridge,gender,p1983,1
393,periwinkle partridge,gender,p1984,2
394,periwinkle partridge,gender,p1995,1
395,periwinkle partridge,gender,p1996,2
396,periwinkle partridge,gender,p1997,1
397,periwinkle partridge,gender,p2001,2
398,periwinkle partridge,gender,p2002,2
399,periwinkle partridge,gender,p2013,2
400,periwinkle partridge,gender,p2014,2
401,periwinkle partridge,gender,p2016,1
402,periwinkle partridge,gender,p2018,1
403,periwinkle partridge,gender,p2023,2
404,periwinkle partridge,gender,p2025,1
405,periwinkle partridge,gender,p2028,1
406,periwinkle partridge,gender,p2030,2
407,periwinkle partridge,gender,p2033,1
408,periwinkle partridge,gender,p2040,1
409,periwinkle partridge,gender,p2051,2
410,periwinkle partridge,gender,p2052,1
411,periwinkle partridge,gender,p2066,1
412,periwinkle partridge,gender,p2067,1
413,periwinkle partridge,gender,p2073,1
414,periwinkle partridge,gender,p2077,2
415,periwinkle partridge,gender,p2078,2
416,periwinkle partridge,gender,p2086,1
417,periwinkle partridge,gender,p2089,1
418,periwinkle partridge,gender,p2093,1
419,periwinkle partridge,gender,p2094,2
420,periwinkle partridge,gender,p2111,2
421,periwinkle partridge,gender,p2117,2
422,periwinkle partridge,gender,p2121,1
423,periwinkle partridge,gender,p2127,1
424,periwinkle partridge,gender,p2141,1
425,periwinkle partridge,gender,p2142,2
426,periwinkle partridge,gender,p2143,1
427,periwinkle partridge,gender,p2153,2
428,periwinkle partridge,gender,p2155,2
429,periwinkle partridge,gender,p2169,1
430,periwinkle partridge,gender,p2187,1
431,periwinkle partridge,gender,p2188,1
432,periwinkle partridge,gender,p2197,2
433,periwinkle partridge,gender,p2213,2
434,periwinkle partridge,gender,p2214,2
435,periwinkle partridge,gender,p2215,2
436,periwinkle partridge,gender,p2220,1
437,periwinkle partridge,gender,p2223,2
438,periwinkle partridge,gender,p2229,1
439,periwinkle partridge,gender,p2234,2
440,periwinkle partridge,gender,p2237,2
441,periwinkle partridge,gender,p2238,1
442,periwinkle partridge,gender,p2244,2
443,periwinkle partridge,gender,p2248,2
444,periwinkle partridge,gender,p2252,1
445,periwinkle partridge,gender,p2255,1
446,periwinkle partridge,gender,p2261,1
447,periwinkle partridge,gender,p2263,2
448,periwinkle partridge,gender,p2273,2
449,periwinkle partridge,gender,p2275,2
450,periwinkle partridge,gender,p2276,2
451,periwinkle partridge,gender,p2283,2
452,periwinkle partridge,gender,p2287,2
453,periwinkle partridge,gender,p2296,1
454,periwinkle partridge,gender,p2298,1
455,periwinkle partridge,gender,p2304,1
456,periwinkle partridge,gender,p2310,2
457,periwinkle partridge,gender,p2322,2
458,periwinkle partridge,gender,p2326,2
459,periwinkle partridge,gender,p2330,2
460,periwinkle partridge,gender,p2331,1
461,periwinkle partridge,gender,p2333,1
462,periwinkle partridge,gender,p2347,2
463,periwinkle partridge,gender,p2350,2
464,periwinkle partridge,gender,p2351,1
465,periwinkle partridge,gender,p2353,2
466,periwinkle partridge,gender,p2355,2
467,periwinkle partridge,gender,p2363,2
468,periwinkle partridge,gender,p2378,2
469,periwinkle partridge,gender,p2380,1
470,periwinkle partridge,gender,p2387,2
471,periwinkle partridge,gender,p2398,1
472,periwinkle partridge,gender,p2400,1
473,periwinkle partridge,gender,p2403,2
474,periwinkle partridge,gender,p2408,2
475,periwinkle partridge,gender,p2418,2
476,periwinkle partridge,gender,p2426,1
477,periwinkle partridge,gender,p2428,2
478,periwinkle partridge,gender,p2434,2
479,periwinkle partridge,gender,p2446,1
480,periwinkle partridge,gender,p2452,1
481,periwinkle partridge,gender,p2454,2
482,periwinkle partridge,gender,p2462,1
483,periwinkle partridge,gender,p2467,1
484,periwinkle partridge,gender,p2482,2
485,periwinkle partridge,gender,p2489,1
486,periwinkle partridge,gender,p2490,2
487,periwinkle partridge,gender,p2494,2
488,periwinkle partridge,gender,p2502,1
489,periwinkle partridge,gender,p2503,2
490,periwinkle partridge,gender,p2522,1
491,periwinkle partridge,gender,p2524,1
492,periwinkle partridge,gender,p2533,2
493,periwinkle partridge,gender,p2566,2
494,periwinkle partridge,gender,p2571,1
495,periwinkle partridge,gender,p2573,1
496,periwinkle partridge,gender,p2582,1
497,periwinkle partridge,gender,p2591,1
498,periwinkle partridge,gender,p2592,2
499,periwinkle partridge,gender,p2595,2
500,periwinkle partridge,year_birth,p0016,1970
501,periwinkle partridge,year_birth,p0022,1991
502,periwinkle partridge,year_birth,p0023,1958
503,periwinkle partridge,year_birth,p0026,1965
504,periwinkle partridge,year_birth,p0034,1950
505,periwinkle partridge,year_birth,p0036,1994
506,periwinkle partridge,year_birth,p0037,1969
507,periwinkle partridge,year_birth,p0042,1960
508,periwinkle partridge,year_birth,p0057,1981
509,periwinkle partridge,year_birth,p0066,1966
510,periwinkle partridge,year_birth,p0069,1986
511,periwinkle partridge,year_birth,p0072,1987
512,periwinkle partridge,year_birth,p0073,1982
513,periwinkle partridge,year_birth,p0082,1973
514,periwinkle partridge,year_birth,p0091,1995
515,periwinkle partridge,year_birth,p0092,1980
516,periwinkle partridge,year_birth,p0093,1947
517,periwinkle partridge,year_birth,p0095,1946
518,periwinkle partridge,year_birth,p0107,1964
519,periwinkle partridge,year_birth,p0114,1987
520,periwinkle partridge,year_birth,p0116,1986
521,periwinkle partridge,year_birth,p0118,1998
522,periwinkle partridge,year_birth,p0119,1989
523,periwinkle partridge,year_birth,p0126,1961
524,periwinkle partridge,year_birth,p0129,1951
525,periwinkle partridge,year_birth,p0136,1986
526,periwinkle partridge,year_birth,p0138,1947
527,periwinkle partridge,year_birth,p0144,1989
528,periwinkle partridge,year_birth,p0150,1975
529,periwinkle partridge,year_birth,p0152,1973
530,periwinkle partridge,year_birth,p0158,1948
531,periwinkle partridge,year_birth,p0161,1984
532,periwinkle partridge,year_birth,p0164,1955
533,periwinkle partridge,year_birth,p0175,1954
534,periwinkle partridge,year_birth,p0177,1972
535,periwinkle partridge,year_birth,p0178,1991
536,periwinkle partridge,year_birth,p0181,1970
537,periwinkle partridge,year_birth,p0186,1968
538,periwinkle partridge,year_birth,p0196,1993
539,periwinkle partridge,year_birth,p0198,1949
540,periwinkle partridge,year_birth,p0202,1950
541,periwinkle partridge,year_birth,p0205,1944
542,periwinkle partridge,year_birth,p0207,1932
543,periwinkle partridge,year_birth,p0211,1947
544,periwinkle partridge,year_birth,p0227,1978
545,periwinkle partridge,year_birth,p0229,1957
546,periwinkle partridge,year_birth,p0232,1939
547,periwinkle partridge,year_birth,p0233,1951
548,periwinkle partridge,year_birth,p0237,1984
549,periwinkle partridge,year_birth,p0258,1936
550,periwinkle partridge,year_birth,p0268,1927
551,periwinkle partridge,year_birth,p0274,1981
552,periwinkle partridge,year_birth,p0275,1970
553,periwinkle partridge,year_birth,p0277,1975
554,periwinkle partridge,year_birth,p0288,1970
555,periwinkle partridge,year_birth,p0291,1936
556,periwinkle partridge,year_birth,p0307,1996
557,periwinkle partridge,year_birth,p0308,1998
558,periwinkle partridge,year_birth,p0317,1960
559,periwinkle partridge,year_birth,p0325,1989
560,periwinkle partridge,year_birth,p0327,1958
561,periwinkle partridge,year_birth,p0334,1956
562,periwinkle partridge,year_birth,p0336,1987
563,periwinkle partridge,year_birth,p0338,1977
564,periwinkle partridge,year_birth,p0342,1981
565,periwinkle partridge,year_birth,p0349,1975
566,periwinkle partridge,year_birth,p0356,1991
567,periwinkle partridge,year_birth,p0358,1956
568,periwinkle partridge,year_birth,p0363,1956
569,periwinkle partridge,year_birth,p0364,1981
570,periwinkle partridge,year_birth,p0369,1989
571,periwinkle partridge,year_birth,p0370,1983
572,periwinkle partridge,year_birth,p0371,1959
573,periwinkle partridge,year_birth,p0379,1962
574,periwinkle partridge,year_birth,p0386,1986
575,periwinkle partridge,year_birth,p0396,1987
576,periwinkle partridge,year_birth,p0403,1988
577,periwinkle partridge,year_birth,p0405,1990
578,periwinkle partridge,year_birth,p0412,1963
579,periwinkle partridge,year_birth,p0415,1992
580,periwinkle partridge,year_birth,p0416,1982
581,periwinkle partridge,year_birth,p0417,1983
582,periwinkle partridge,year_birth,p0418,1952
583,periwinkle partridge,year_birth,p0430,1944
584,periwinkle partridge,year_birth,p0431,1998
585,periwinkle partridge,year_birth,p0434,1964
586,periwinkle partridge,year_birth,p0438,1977
587,periwinkle partridge,year_birth,p0441,1988
588,periwinkle partridge,year_birth,p0442,1994
589,periwinkle partridge,year_birth,p0449,1957
590,periwinkle partridge,year_birth,p0450,1951
591,periwinkle partridge,year_birth,p0465,1965
592,periwinkle partridge,year_birth,p0471,1987
593,periwinkle partridge,year_birth,p0477,1970
594,periwinkle partridge,year_birth,p0483,1993
595,periwinkle partridge,year_birth,p0486,1990
596,periwinkle partridge,year_birth,p0487,1983
597,periwinkle partridge,year_birth,p0489,1959
598,periwinkle partridge,year_birth,p0497,1946
599,periwinkle partridge,year_birth,p0502,1953
600,periwinkle partridge,year_birth,p0503,1991
601,periwinkle partridge,year_birth,p0506,1987
602,periwinkle partridge,year_birth,p0511,1989
603,periwinkle partridge,year_birth,p0523,1993
604,periwinkle partridge,year_birth,p0534,1954
605,periwinkle partridge,year_birth,p0536,1982
606,periwinkle partridge,year_birth,p0542,1948
607,periwinkle partridge,year_birth,p0547,1954
608,periwinkle partridge,year_birth,p0553,1966
609,periwinkle partridge,year_birth,p0559,1991
610,periwinkle partridge,year_birth,p0566,1984
611,periwinkle partridge,year_birth,p0568,1972
612,periwinkle partridge,year_birth,p0570,1977
613,periwinkle partridge,year_birth,p0573,1987
614,periwinkle partridge,year_birth,p0578,1967
615,periwinkle partridge,year_birth,p0594,1984
616,periwinkle partridge,year_birth,p0597,1958
617,periwinkle partridge,year_birth,p0601,1996
618,periwinkle partridge,year_birth,p0602,1952
619,periwinkle partridge,year_birth,p0605,1987
620,periwinkle partridge,year_birth,p0615,1966
621,periwinkle partridge,year_birth,p0620,1994
622,periwinkle partridge,year_birth,p0626,1980
623,periwinkle partridge,year_birth,p0629,1995
624,periwinkle partridge,year_birth,p0633,1996
625,periwinkle partridge,year_birth,p0638,1989
626,periwinkle partridge,year_birth,p0639,1976
627,periwinkle partridge,year_birth,p0640,1951
628,periwinkle partridge,year_birth,p0655,1998
629,periwinkle partridge,year_birth,p0656,1991
630,periwinkle partridge,year_birth,p0658,1968
631,periwinkle partridge,year_birth,p0661,1988
632,periwinkle partridge,year_birth,p0669,1960
633,periwinkle partridge,year_birth,p0670,1980
634,periwinkle partridge,year_birth,p0672,1973
635,periwinkle partridge,year_birth,p0674,1985
636,periwinkle partridge,year_birth,p0678,1978
637,periwinkle partridge,year_birth,p0683,1949
638,periwinkle partridge,year_birth,p0686,1977
639,periwinkle partridge,year_birth,p0687,1953
640,periwinkle partridge,year_birth,p0698,1963
641,periwinkle partridge,year_birth,p0700,1981
642,periwinkle partridge,year_birth,p0703,1970
643,periwinkle partridge,year_birth,p0718,1984
644,periwinkle partridge,year_birth,p0744,1987
645,periwinkle partridge,year_birth,p0745,1987
646,periwinkle partridge,year_birth,p0753,1992
647,periwinkle partridge,year_birth,p0770,1985
648,periwinkle partridge,year_birth,p0771,1964
649,periwinkle partridge,year_birth,p0777,1982
650,periwinkle partridge,year_birth,p0779,1964
651,periwinkle partridge,year_birth,p0780,1970
652,periwinkle partridge,year_birth,p0783,1947
653,periwinkle partridge,year_birth,p0785,1994
654,periwinkle partridge,year_birth,p0786,1970
655,periwinkle partridge,year_birth,p0794,1952
656,periwinkle partridge,year_birth,p0798,1947
657,periwinkle partridge,year_birth,p0800,1967
658,periwinkle partridge,year_birth,p0820,1982
659,periwinkle partridge,year_birth,p0841,1985
660,periwinkle partridge,year_birth,p0849,1970
661,periwinkle partridge,year_birth,p0862,1989
662,periwinkle partridge,year_birth,p0867,1969
663,periwinkle partridge,year_birth,p0869,1955
664,periwinkle partridge,year_birth,p0872,1972
665,periwinkle partridge,year_birth,p0880,1993
666,periwinkle partridge,year_birth,p0891,1984
667,periwinkle partridge,year_birth,p0916,1989
668,periwinkle partridge,year_birth,p0917,1987
669,periwinkle partridge,year_birth,p0919,1991
670,periwinkle partridge,year_birth,p0922,1957
671,periwinkle partridge,year_birth,p0925,1966
