,condition,outcome,persona,response
56,control neckties,trust_competent_1,p0307,45
57,control neckties,trust_competent_1,p0308,55
58,control neckties,trust_competent_1,p0317,35
59,control neckties,trust_competent_1,p0325,65
60,control neckties,trust_competent_1,p0327,65
61,control neckties,trust_competent_1,p0334,65
62,control neckties,trust_competent_1,p0336,45
63,control neckties,trust_competent_1,p0338,35
64,control neckties,trust_competent_1,p0342,62
65,control neckties,trust_competent_1,p0349,45
66,control neckties,trust_competent_1,p0356,45
67,control neckties,trust_competent_1,p0358,45
68,control neckties,trust_competent_1,p0363,55
69,control neckties,trust_competent_1,p0364,62
70,control neckties,trust_competent_1,p0369,65
71,control neckties,trust_competent_1,p0370,45
72,control neckties,trust_competent_1,p0371,45
73,control neckties,trust_competent_1,p0379,45
74,control neckties,trust_competent_1,p0386,65
75,control neckties,trust_competent_1,p0396,62
76,control neckties,trust_competent_1,p0403,45
77,control neckties,trust_competent_1,p0405,65
78,control neckties,trust_competent_1,p0412,55
79,control neckties,trust_competent_1,p0415,35
80,control neckties,trust_competent_1,p0416,55
81,control neckties,trust_competent_1,p0417,45
82,control neckties,trust_competent_1,p0418,45
83,control neckties,trust_competent_1,p0430,65
84,control neckties,trust_competent_1,p0431,65
85,control neckties,trust_competent_1,p0434,25
86,control neckties,trust_competent_1,p0438,65
87,control neckties,trust_competent_1,p0441,65
88,control neckties,trust_competent_1,p0442,45
89,control neckties,trust_competent_1,p0449,45
90,control neckties,trust_competent_1,p0450,45
91,control neckties,trust_competent_1,p0465,45
92,control neckties,trust_competent_1,p0471,55
93,control neckties,trust_competent_1,p0477,45
94,control neckties,trust_competent_1,p0483,45
95,control neckties,trust_competent_1,p0486,55
96,control neckties,trust_competent_1,p0487,62
97,control neckties,trust_competent_1,p0489,45
98,control neckties,trust_competent_1,p0497,35
99,control neckties,trust_competent_1,p0502,45
100,control neckties,trust_competent_1,p0503,62
101,control neckties,trust_competent_1,p0506,45
102,control neckties,trust_competent_1,p0511,45
103,control neckties,trust_competent_1,p0523,45
104,control neckties,trust_competent_1,p0534,65
105,control neckties,trust_competent_1,p0536,55
106,control neckties,trust_competent_1,p0542,35
107,control neckties,trust_competent_1,p0547,65
108,control neckties,trust_competent_1,p0553,65
109,control neckties,trust_competent_1,p0559,45
110,control neckties,trust_competent_1,p0566,45
111,control neckties,trust_competent_1,p0568,45
112,control neckties,trust_competent_1,p0570,35
113,control neckties,trust_competent_1,p0573,45
114,control neckties,trust_competent_1,p0578,45
115,control neckties,trust_competent_1,p0594,45
116,control neckties,trust_competent_1,p0597,45
117,control neckties,trust_competent_1,p0601,45
118,control neckties,trust_competent_1,p0602,45
119,control neckties,trust_competent_1,p0605,45
120,control neckties,trust_competent_1,p0615,45
121,control neckties,trust_competent_1,p0620,55
122,control neckties,trust_competent_1,p0626,45
123,control neckties,trust_competent_1,p0629,65
124,control neckties,trust_competent_1,p0633,55
125,control neckties,trust_competent_1,p0638,55
126,control neckties,trust_competent_1,p0639,45
127,control neckties,trust_competent_1,p0640,45
128,control neckties,trust_competent_1,p0655,45
129,control neckties,trust_competent_1,p0656,45
130,control neckties,trust_competent_1,p0658,45
131,control neckties,trust_competent_1,p0661,45
132,control neckties,trust_competent_1,p0669,65
133,control neckties,trust_competent_1,p0670,45
134,control neckties,trust_competent_1,p0672,45
135,control neckties,trust_competent_1,p0674,65
136,control neckties,trust_competent_1,p0678,65
137,control neckties,trust_competent_1,p0683,45
138,control neckties,trust_competent_1,p0686,45
139,control neckties,trust_competent_1,p0687,62
140,control neckties,trust_competent_1,p0698,45
141,control neckties,trust_competent_1,p0700,45
142,control neckties,trust_competent_1,p0703,45
143,control neckties,trust_competent_1,p0718,45
144,control neckties,trust_competent_1,p0744,65
145,control neckties,trust_competent_1,p0745,45
146,control neckties,trust_competent_1,p0753,45
147,control neckties,trust_competent_1,p0770,62
148,control neckties,trust_competent_1,p0771,45
149,control neckties,trust_competent_1,p0777,65
150,control neckties,trust_competent_1,p0779,45
151,control neckties,trust_competent_1,p0780,45
152,control neckties,trust_competent_1,p0783,45
153,control neckties,trust_competent_1,p0785,45
154,control neckties,trust_competent_1,p0786,35
155,control neckties,trust_competent_1,p0794,35
156,control neckties,trust_competent_1,p0798,25
157,control neckties,trust_competent_1,p0800,65
158,control neckties,trust_competent_1,p0820,35
159,control neckties,trust_competent_1,p0841,45
160,control neckties,trust_competent_1,p0849,45
161,control neckties,trust_competent_1,p0862,65
162,control neckties,trust_competent_1,p0867,65
163,control neckties,trust_competent_1,p0869,62
164,control neckties,trust_competent_1,p0872,45
165,control neckties,trust_competent_1,p0880,55
166,control neckties,trust_competent_1,p0891,45
167,control neckties,trust_competent_1,p0916,45
168,control neckties,trust_competent_1,p0917,62
169,control neckties,trust_competent_1,p0919,65
170,control neckties,trust_competent_1,p0922,45
171,control neckties,trust_competent_1,p0925,55
172,control neckties,trust_competent_1,p0927,45
173,control neckties,trust_competent_1,p0929,45
174,control neckties,trust_competent_1,p0930,35
175,control neckties,trust_competent_1,p0931,35
176,control neckties,trust_competent_1,p0933,45
177,control neckties,trust_competent_1,p0934,45
178,control neckties,trust_competent_1,p0936,55
179,control neckties,trust_competent_1,p0938,55
180,control neckties,trust_competent_1,p0939,45
181,control neckties,trust_competent_1,p0946,45
182,control neckties,trust_competent_1,p0951,45
183,control neckties,trust_competent_1,p0956,55
184,control neckties,trust_competent_1,p0962,35
185,control neckties,trust_competent_1,p0963,65
186,control neckties,trust_competent_1,p0969,45
187,control neckties,trust_competent_1,p0972,45
188,control neckties,trust_competent_1,p0975,45
189,control neckties,trust_competent_1,p0985,45
190,control neckties,trust_competent_1,p0993,45
191,control neckties,trust_competent_1,p0996,45
192,control neckties,trust_competent_1,p1011,45
193,control neckties,trust_competent_1,p1017,35
194,control neckties,trust_competent_1,p1020,45
195,control neckties,trust_competent_1,p1022,65
196,control neckties,trust_competent_1,p1024,35
197,control neckties,trust_competent_1,p1027,65
198,control neckties,trust_competent_1,p1028,65
199,control neckties,trust_competent_1,p1029,45
200,control neckties,trust_competent_1,p1032,45
201,control neckties,trust_competent_1,p1040,45
202,control neckties,trust_competent_1,p1047,35
203,control neckties,trust_competent_1,p1048,45
204,control neckties,trust_competent_1,p1053,55
205,control neckties,trust_competent_1,p1057,45
206,control neckties,trust_competent_1,p1058,45
207,control neckties,trust_competent_1,p1063,35
208,control neckties,trust_competent_1,p1064,65
209,control neckties,trust_competent_1,p1065,45
210,control neckties,trust_competent_1,p1069,45
211,control neckties,trust_competent_1,p1072,55
212,control neckties,trust_competent_1,p1073,55
213,control neckties,trust_competent_1,p1075,45
214,control neckties,trust_competent_1,p1076,45
215,control neckties,trust_competent_1,p1083,45
216,control neckties,trust_competent_1,p1089,65
217,control neckties,trust_competent_1,p1093,65
218,control neckties,trust_competent_1,p1096,55
219,control neckties,trust_competent_1,p1100,45
220,control neckties,trust_competent_1,p1106,45
221,control neckties,trust_competent_1,p1107,45
222,control neckties,trust_competent_1,p1113,35
223,control neckties,trust_competent_1,p1117,25
224,control neckties,trust_competent_1,p1120,45
225,control neckties,trust_competent_1,p1134,45
226,control neckties,trust_competent_1,p1136,45
227,control neckties,trust_competent_1,p1138,45
228,control neckties,trust_competent_1,p1144,35
229,control neckties,trust_competent_1,p1145,65
230,control neckties,trust_competent_1,p1147,65
231,control neckties,trust_competent_1,p1148,65
232,control neckties,trust_competent_1,p1154,65
233,control neckties,trust_competent_1,p1159,45
234,control neckties,trust_competent_1,p1167,55
235,control neckties,trust_competent_1,p1175,55
236,control neckties,trust_competent_1,p1178,45
237,control neckties,trust_competent_1,p1184,45
238,control neckties,trust_competent_1,p1186,62
239,control neckties,trust_competent_1,p1196,45
240,control neckties,trust_competent_1,p1197,45
241,control neckties,trust_competent_1,p1203,55
242,control neckties,trust_competent_1,p1219,45
243,control neckties,trust_competent_1,p1225,45
244,control neckties,trust_competent_1,p1234,45
245,control neckties,trust_competent_1,p1242,45
246,control neckties,trust_competent_1,p1244,45
247,control neckties,trust_competent_1,p1249,45
248,control neckties,trust_competent_1,p1250,45
249,control neckties,trust_competent_1,p1256,45
250,control neckties,trust_competent_1,p1258,55
251,control neckties,trust_competent_1,p1260,45
252,control neckties,trust_competent_1,p1262,45
253,control neckties,trust_competent_1,p1264,45
254,control neckties,trust_competent_1,p1265,55
255,control neckties,trust_competent_1,p1269,45
256,control neckties,trust_competent_1,p1272,55
257,control neckties,trust_competent_1,p1278,62
258,control neckties,trust_competent_1,p1281,45
259,control neckties,trust_competent_1,p1292,45
260,control neckties,trust_competent_1,p1299,45
261,control neckties,trust_competent_1,p1312,45
262,control neckties,trust_competent_1,p1322,45
263,control neckties,trust_competent_1,p1326,55
264,control neckties,trust_competent_1,p1330,45
265,control neckties,trust_competent_1,p1335,45
266,control neckties,trust_competent_1,p1337,45
267,control neckties,trust_competent_1,p1340,62
268,control neckties,trust_competent_1,p1345,55
269,control neckties,trust_competent_1,p1351,35
270,control neckties,trust_competent_1,p1355,45
271,control neckties,trust_competent_1,p1362,35
272,control neckties,trust_competent_1,p1365,35
273,control neckties,trust_competent_1,p1366,45
274,control neckties,trust_competent_1,p1367,45
275,control neckties,trust_competent_1,p1370,45
276,control neckties,trust_competent_1,p1371,65
277,control neckties,trust_competent_1,p1373,45
278,control neckties,trust_competent_1,p1375,45
279,control neckties,trust_competent_1,p1376,45
280,control neckties,trust_competent_1,p1379,45
281,control neckties,trust_competent_1,p1381,45
282,control neckties,trust_competent_1,p1393,45
283,control neckties,trust_competent_1,p1396,65
284,control neckties,trust_competent_1,p1398,45
285,control neckties,trust_competent_1,p1404,45
286,control neckties,trust_competent_1,p1406,45
287,control neckties,trust_competent_1,p1407,45
288,control neckties,trust_competent_1,p1409,45
289,control neckties,trust_competent_1,p1412,45
290,control neckties,trust_competent_1,p1414,65
291,control neckties,trust_competent_1,p1424,45
292,control neckties,trust_competent_1,p1425,45
293,control neckties,trust_competent_1,p1429,45
294,control neckties,trust_competent_1,p1434,45
295,control neckties,trust_competent_1,p1441,45
296,control neckties,trust_competent_1,p1445,45
297,control neckties,trust_competent_1,p1450,55
298,control neckties,trust_competent_1,p1454,45
299,control neckties,trust_competent_1,p1456,45
300,control neckties,trust_competent_1,p1457,45
301,control neckties,trust_competent_1,p1458,65
302,control neckties,trust_competent_1,p1469,45
303,control neckties,trust_competent_1,p1470,45
304,control neckties,trust_competent_1,p1481,45
305,control neckties,trust_competent_1,p1488,45
306,control neckties,trust_competent_1,p1492,45
307,control neckties,trust_competent_1,p1495,45
308,control neckties,trust_competent_1,p1497,45
309,control neckties,trust_competent_1,p1499,45
310,control neckties,trust_competent_1,p1503,55
311,control neckties,trust_competent_1,p1511,62
312,control neckties,trust_competent_1,p1512,45
313,control neckties,trust_competent_1,p1518,45
314,control neckties,trust_competent_1,p1519,45
315,control neckties,trust_competent_1,p1520,45
316,control neckties,trust_competent_1,p1524,55
317,control neckties,trust_competent_1,p1526,35
318,control neckties,trust_competent_1,p1537,45
319,control neckties,trust_competent_1,p1545,55
320,control neckties,trust_competent_1,p1547,45
321,control neckties,trust_competent_1,p1552,55
322,control neckties,trust_competent_1,p1567,45
323,control neckties,trust_competent_1,p1568,45
324,control neckties,trust_competent_1,p1579,35
325,control neckties,trust_competent_1,p1587,35
326,control neckties,trust_competent_1,p1596,45
327,control neckties,trust_competent_1,p1600,62
328,control neckties,trust_competent_1,p1603,45
329,control neckties,trust_competent_1,p1604,45
330,control neckties,trust_competent_1,p1610,45
331,control neckties,trust_competent_1,p1618,45
332,control neckties,trust_competent_1,p1619,65
333,control neckties,trust_competent_1,p1622,45
334,control neckties,trust_competent_1,p1623,35
335,control neckties,trust_competent_1,p1630,35
336,control neckties,trust_competent_1,p1641,45
337,control neckties,trust_competent_1,p1649,45
338,control neckties,trust_competent_1,p1652,45
339,control neckties,trust_competent_1,p1665,45
340,control neckties,trust_competent_1,p1669,35
341,control neckties,trust_competent_1,p1685,45
342,control neckties,trust_competent_1,p1693,45
343,control neckties,trust_competent_1,p1698,45
344,control neckties,trust_competent_1,p1704,45
345,control neckties,trust_competent_1,p1711,62
346,control neckties,trust_competent_1,p1718,45
347,control neckties,trust_competent_1,p1732,45
348,control neckties,trust_competent_1,p1739,45
349,control neckties,trust_competent_1,p1741,55
350,control neckties,trust_competent_1,p1746,45
351,control neckties,trust_competent_1,p1751,35
352,control neckties,trust_competent_1,p1754,45
353,control neckties,trust_competent_1,p1769,45
354,control neckties,trust_competent_1,p1771,45
355,control neckties,trust_competent_1,p1776,45
356,control neckties,trust_competent_1,p1780,45
357,control neckties,trust_competent_1,p1785,35
358,control neckties,trust_competent_1,p1791,45
359,control neckties,trust_competent_1,p1793,45
360,control neckties,trust_competent_1,p1796,45
361,control neckties,trust_competent_1,p1805,45
362,control neckties,trust_competent_1,p1812,65
363,control neckties,trust_competent_1,p1816,45
364,control neckties,trust_competent_1,p1819,45
365,control neckties,trust_competent_1,p1825,45
366,control neckties,trust_competent_1,p1836,65
367,control neckties,trust_competent_1,p1839,45
368,control neckties,trust_competent_1,p1861,45
369,control neckties,trust_competent_1,p1863,45
370,control neckties,trust_competent_1,p1873,45
371,control neckties,trust_competent_1,p1875,45
372,control neckties,trust_competent_1,p1876,65
373,control neckties,trust_competent_1,p1877,45
374,control neckties,trust_competent_1,p1880,45
375,control neckties,trust_competent_1,p1883,45
376,control neckties,trust_competent_1,p1889,35
377,control neckties,trust_competent_1,p1893,55
378,control neckties,trust_competent_1,p1896,45
379,control neckties,trust_competent_1,p1913,45
380,control neckties,trust_competent_1,p1922,65
381,control neckties,trust_competent_1,p1930,62
382,control neckties,trust_competent_1,p1935,55
383,control neckties,trust_competent_1,p1940,45
384,control neckties,trust_competent_1,p1948,45
385,control neckties,trust_competent_1,p1950,45
386,control neckties,trust_competent_1,p1954,45
387,control neckties,trust_competent_1,p1956,35
388,control neckties,trust_competent_1,p1958,45
389,control neckties,trust_competent_1,p1967,62
390,control neckties,trust_competent_1,p1973,65
391,control neckties,trust_competent_1,p1978,55
392,control neckties,trust_competent_1,p1983,45
393,control neckties,trust_competent_1,p1984,45
394,control neckties,trust_competent_1,p1995,45
395,control neckties,trust_competent_1,p1996,45
396,control neckties,trust_competent_1,p1997,45
397,control neckties,trust_competent_1,p2001,65
398,control neckties,trust_competent_1,p2002,45
399,control neckties,trust_competent_1,p2013,65
400,control neckties,trust_competent_1,p2014,45
401,control neckties,trust_competent_1,p2016,55
402,control neckties,trust_competent_1,p2018,45
403,control neckties,trust_competent_1,p2023,45
404,control neckties,trust_competent_1,p2025,55
405,control neckties,trust_competent_1,p2028,45
406,control neckties,trust_competent_1,p2030,65
407,control neckties,trust_competent_1,p2033,55
408,control neckties,trust_competent_1,p2040,35
409,control neckties,trust_competent_1,p2051,45
410,control neckties,trust_competent_1,p2052,45
411,control neckties,trust_competent_1,p2066,45
412,control neckties,trust_competent_1,p2067,55
413,control neckties,trust_competent_1,p2073,62
414,control neckties,trust_competent_1,p2077,45
415,control neckties,trust_competent_1,p2078,45
416,control neckties,trust_competent_1,p2086,55
417,control neckties,trust_competent_1,p2089,65
418,control neckties,trust_competent_1,p2093,35
419,control neckties,trust_competent_1,p2094,45
420,control neckties,trust_competent_1,p2111,45
421,control neckties,trust_competent_1,p2117,55
422,control neckties,trust_competent_1,p2121,55
423,control neckties,trust_competent_1,p2127,45
424,control neckties,trust_competent_1,p2141,45
425,control neckties,trust_competent_1,p2142,35
426,control neckties,trust_competent_1,p2143,62
427,control neckties,trust_competent_1,p2153,45
428,control neckties,trust_competent_1,p2155,35
429,control neckties,trust_competent_1,p2169,35
430,control neckties,trust_competent_1,p2187,45
431,control neckties,trust_competent_1,p2188,55
432,control neckties,trust_competent_1,p2197,45
433,control neckties,trust_competent_1,p2213,45
434,control neckties,trust_competent_1,p2214,45
435,control neckties,trust_competent_1,p2215,45
436,control neckties,trust_competent_1,p2220,45
437,control neckties,trust_competent_1,p2223,45
438,control neckties,trust_competent_1,p2229,45
439,control neckties,trust_competent_1,p2234,45
440,control neckties,trust_competent_1,p2237,55
441,control neckties,trust_competent_1,p2238,45
442,control neckties,trust_competent_1,p2244,45
443,control neckties,trust_competent_1,p2248,45
444,control neckties,trust_competent_1,p2252,65
445,control neckties,trust_competent_1,p2255,25
446,control neckties,trust_competent_1,p2261,35
447,control neckties,trust_competent_1,p2263,45
448,control neckties,trust_competent_1,p2273,45
449,control neckties,trust_competent_1,p2275,55
450,control neckties,trust_competent_1,p2276,45
451,control neckties,trust_competent_1,p2283,35
452,control neckties,trust_competent_1,p2287,45
453,control neckties,trust_competent_1,p2296,45
454,control neckties,trust_competent_1,p2298,45
455,control neckties,trust_competent_1,p2304,55
456,control neckties,trust_competent_1,p2310,45
457,control neckties,trust_competent_1,p2322,45
458,control neckties,trust_competent_1,p2326,45
459,control neckties,trust_competent_1,p2330,35
460,control neckties,trust_competent_1,p2331,45
461,control neckties,trust_competent_1,p2333,45
462,control neckties,trust_competent_1,p2347,55
463,control neckties,trust_competent_1,p2350,45
464,control neckties,trust_competent_1,p2351,45
465,control neckties,trust_competent_1,p2353,45
466,control neckties,trust_competent_1,p2355,45
467,control neckties,trust_competent_1,p2363,45
468,control neckties,trust_competent_1,p2378,62
469,control neckties,trust_competent_1,p2380,55
470,control neckties,trust_competent_1,p2387,45
471,control neckties,trust_competent_1,p2398,55
472,control neckties,trust_competent_1,p2400,65
473,control neckties,trust_competent_1,p2403,45
474,control neckties,trust_competent_1,p2408,35
475,control neckties,trust_competent_1,p2418,45
476,control neckties,trust_competent_1,p2426,45
477,control neckties,trust_competent_1,p2428,45
478,control neckties,trust_competent_1,p2434,55
479,control neckties,trust_competent_1,p2446,35
480,control neckties,trust_competent_1,p2452,45
481,control neckties,trust_competent_1,p2454,45
482,control neckties,trust_competent_1,p2462,45
483,control neckties,trust_competent_1,p2467,25
484,control neckties,trust_competent_1,p2482,45
485,control neckties,trust_competent_1,p2489,45
486,control neckties,trust_competent_1,p2490,45
487,control neckties,trust_competent_1,p2494,45
488,control neckties,trust_competent_1,p2502,55
489,control neckties,trust_competent_1,p2503,45
490,control neckties,trust_competent_1,p2522,45
491,control neckties,trust_competent_1,p2524,65
492,control neckties,trust_competent_1,p2533,35
493,control neckties,trust_competent_1,p2566,45
494,control neckties,trust_competent_1,p2571,65
495,control neckties,trust_competent_1,p2573,45
496,control neckties,trust_competent_1,p2582,55
497,control neckties,trust_competent_1,p2591,45
498,control neckties,trust_competent_1,p2592,45
499,control neckties,trust_competent_1,p2595,35
500,control neckties,trust_intelligent_1,p0016,65
501,control neckties,trust_intelligent_1,p0022,55
502,control neckties,trust_intelligent_1,p0023,68
503,control neckties,trust_intelligent_1,p0026,65
504,control neckties,trust_intelligent_1,p0034,45
505,control neckties,trust_intelligent_1,p0036,55
506,control neckties,trust_intelligent_1,p0037,62
507,control neckties,trust_intelligent_1,p0042,65
508,control neckties,trust_intelligent_1,p0057,55
509,control neckties,trust_intelligent_1,p0066,65
510,control neckties,trust_intelligent_1,p0069,35
511,control neckties,trust_intelligent_1,p0072,65
512,control neckties,trust_intelligent_1,p0073,62
513,control neckties,trust_intelligent_1,p0082,65
514,control neckties,trust_intelligent_1,p0091,65
515,control neckties,trust_intelligent_1,p0092,45
516,control neckties,trust_intelligent_1,p0093,65
517,control neckties,trust_intelligent_1,p0095,62
518,control neckties,trust_intelligent_1,p0107,45
519,control neckties,trust_intelligent_1,p0114,65
520,control neckties,trust_intelligent_1,p0116,45
521,control neckties,trust_intelligent_1,p0118,45
522,control neckties,trust_intelligent_1,p0119,65
523,control neckties,trust_intelligent_1,p0126,62
524,control neckties,trust_intelligent_1,p0129,65
525,control neckties,trust_intelligent_1,p0136,45
526,control neckties,trust_intelligent_1,p0138,55
527,control neckties,trust_intelligent_1,p0144,45
528,control neckties,trust_intelligent_1,p0150,45
529,control neckties,trust_intelligent_1,p0152,45
530,control neckties,trust_intelligent_1,p0158,45
531,control neckties,trust_intelligent_1,p0161,55
532,control neckties,trust_intelligent_1,p0164,45
533,control neckties,trust_intelligent_1,p0175,62
534,control neckties,trust_intelligent_1,p0177,62
535,control neckties,trust_intelligent_1,p0178,65
536,control neckties,trust_intelligent_1,p0181,45
537,control neckties,trust_intelligent_1,p0186,55
538,control neckties,trust_intelligent_1,p0196,62
539,control neckties,trust_intelligent_1,p0198,68
540,control neckties,trust_intelligent_1,p0202,65
541,control neckties,trust_intelligent_1,p0205,45
542,control neckties,trust_intelligent_1,p0207,45
543,control neckties,trust_intelligent_1,p0211,45
544,control neckties,trust_intelligent_1,p0227,65
545,control neckties,trust_intelligent_1,p0229,55
546,control neckties,trust_intelligent_1,p0232,65
547,control neckties,trust_intelligent_1,p0233,45
548,control neckties,trust_intelligent_1,p0237,65
549,control neckties,trust_intelligent_1,p0258,65
550,control neckties,trust_intelligent_1,p0268,35
551,control neckties,trust_intelligent_1,p0274,65
552,control neckties,trust_intelligent_1,p0275,35
553,control neckties,trust_intelligent_1,p0277,45
554,control neckties,trust_intelligent_1,p0288,65
555,control neckties,trust_intelligent_1,p0291,65
556,control neckties,trust_intelligent_1,p0307,45
557,control neckties,trust_intelligent_1,p0308,65
558,control neckties,trust_intelligent_1,p0317,45
559,control neckties,trust_intelligent_1,p0325,65
560,control neckties,trust_intelligent_1,p0327,65
561,control neckties,trust_intelligent_1,p0334,65
562,control neckties,trust_intelligent_1,p0336,65
563,control neckties,trust_intelligent_1,p0338,35
564,control neckties,trust_intelligent_1,p0342,65
565,control neckties,trust_intelligent_1,p0349,45
566,control neckties,trust_intelligent_1,p0356,45
567,control neckties,trust_intelligent_1,p0358,55
568,control neckties,trust_intelligent_1,p0363,65
569,control neckties,trust_intelligent_1,p0364,65
570,control neckties,trust_intelligent_1,p0369,65
571,control neckties,trust_intelligent_1,p0370,45
572,control neckties,trust_intelligent_1,p0371,45
573,control neckties,trust_intelligent_1,p0379,45
574,control neckties,trust_intelligent_1,p0386,65
575,control neckties,trust_intelligent_1,p0396,68
576,control neckties,trust_intelligent_1,p0403,65
577,control neckties,trust_intelligent_1,p0405,65
578,control neckties,trust_intelligent_1,p0412,65
579,control neckties,trust_intelligent_1,p0415,45
580,control neckties,trust_intelligent_1,p0416,62
581,control neckties,trust_intelligent_1,p0417,65
582,control neckties,trust_intelligent_1,p0418,45
583,control neckties,trust_intelligent_1,p0430,65
584,control neckties,trust_intelligent_1,p0431,65
585,control neckties,trust_intelligent_1,p0434,35
586,control neckties,trust_intelligent_1,p0438,65
587,control neckties,trust_intelligent_1,p0441,65
588,control neckties,trust_intelligent_1,p0442,45
589,control neckties,trust_intelligent_1,p0449,45
590,control neckties,trust_intelligent_1,p0450,65
591,control neckties,trust_intelligent_1,p0465,45
592,control neckties,trust_intelligent_1,p0471,62
593,control neckties,trust_intelligent_1,p0477,62
594,control neckties,trust_intelligent_1,p0483,55
595,control neckties,trust_intelligent_1,p0486,75
596,control neckties,trust_intelligent_1,p0487,65
597,control neckties,trust_intelligent_1,p0489,65
598,control neckties,trust_intelligent_1,p0497,45
599,control neckties,trust_intelligent_1,p0502,45
600,control neckties,trust_intelligent_1,p0503,65
601,control neckties,trust_intelligent_1,p0506,55
602,control neckties,trust_intelligent_1,p0511,65
603,control neckties,trust_intelligent_1,p0523,55
604,control neckties,trust_intelligent_1,p0534,65
605,control neckties,trust_intelligent_1,p0536,62
606,control neckties,trust_intelligent_1,p0542,45
607,control neckties,trust_intelligent_1,p0547,65
608,control neckties,trust_intelligent_1,p0553,65
609,control neckties,trust_intelligent_1,p0559,65
610,control neckties,trust_intelligent_1,p0566,62
611,control neckties,trust_intelligent_1,p0568,45
612,control neckties,trust_intelligent_1,p0570,35
613,control neckties,trust_intelligent_1,p0573,55
614,control neckties,trust_intelligent_1,p0578,55
615,control neckties,trust_intelligent_1,p0594,45
616,control neckties,trust_intelligent_1,p0597,65
617,control neckties,trust_intelligent_1,p0601,45
618,control neckties,trust_intelligent_1,p0602,45
619,control neckties,trust_intelligent_1,p0605,55
620,control neckties,trust_intelligent_1,p0615,55
621,control neckties,trust_intelligent_1,p0620,62
622,control neckties,trust_intelligent_1,p0626,62
623,control neckties,trust_intelligent_1,p0629,65
624,control neckties,trust_intelligent_1,p0633,45
625,control neckties,trust_intelligent_1,p0638,62
626,control neckties,trust_intelligent_1,p0639,45
627,control neckties,trust_intelligent_1,p0640,45
628,control neckties,trust_intelligent_1,p0655,65
629,control neckties,trust_intelligent_1,p0656,62
630,control neckties,trust_intelligent_1,p0658,45
631,control neckties,trust_intelligent_1,p0661,55
632,control neckties,trust_intelligent_1,p0669,65
633,control neckties,trust_intelligent_1,p0670,45
634,control neckties,trust_intelligent_1,p0672,65
635,control neckties,trust_intelligent_1,p0674,65
636,control neckties,trust_intelligent_1,p0678,65
637,control neckties,trust_intelligent_1,p0683,65
638,control neckties,trust_intelligent_1,p0686,55
639,control neckties,trust_intelligent_1,p0687,65
640,control neckties,trust_intelligent_1,p0698,45
641,control neckties,trust_intelligent_1,p0700,45
642,control neckties,trust_intelligent_1,p0703,45
643,control neckties,trust_intelligent_1,p0718,45
644,control neckties,trust_intelligent_1,p0744,65
645,control neckties,trust_intelligent_1,p0745,62
646,control neckties,trust_intelligent_1,p0753,45
647,control neckties,trust_intelligent_1,p0770,65
648,control neckties,trust_intelligent_1,p0771,55
649,control neckties,trust_intelligent_1,p0777,75
650,control neckties,trust_intelligent_1,p0779,62
