,condition,outcome,persona,response
69,complicated cockroach,gender,p0364,1
70,complicated cockroach,gender,p0369,2
71,complicated cockroach,gender,p0370,2
72,complicated cockroach,gender,p0371,1
73,complicated cockroach,gender,p0379,1
74,complicated cockroach,gender,p0386,1
75,complicated cockroach,gender,p0396,2
76,complicated cockroach,gender,p0403,2
77,complicated cockroach,gender,p0405,2
78,complicated cockroach,gender,p0412,1
79,complicated cockroach,gender,p0415,1
80,complicated cockroach,gender,p0416,1
81,complicated cockroach,gender,p0417,1
82,complicated cockroach,gender,p0418,2
83,complicated cockroach,gender,p0430,1
84,complicated cockroach,gender,p0431,2
85,complicated cockroach,gender,p0434,2
86,complicated cockroach,gender,p0438,2
87,complicated cockroach,gender,p0441,2
88,complicated cockroach,gender,p0442,2
89,complicated cockroach,gender,p0449,1
90,complicated cockroach,gender,p0450,2
91,complicated cockroach,gender,p0465,1
92,complicated cockroach,gender,p0471,2
93,complicated cockroach,gender,p0477,2
94,complicated cockroach,gender,p0483,2
95,complicated cockroach,gender,p0486,1
96,complicated cockroach,gender,p0487,1
97,complicated cockroach,gender,p0489,1
98,complicated cockroach,gender,p0497,1
99,complicated cockroach,gender,p0502,1
100,complicated cockroach,gender,p0503,2
101,complicated cockroach,gender,p0506,1
102,complicated cockroach,gender,p0511,1
103,complicated cockroach,gender,p0523,2
104,complicated cockroach,gender,p0534,1
105,complicated cockroach,gender,p0536,1
106,complicated cockroach,gender,p0542,1
107,complicated cockroach,gender,p0547,2
108,complicated cockroach,gender,p0553,1
109,complicated cockroach,gender,p0559,2
110,complicated cockroach,gender,p0566,1
111,complicated cockroach,gender,p0568,2
112,complicated cockroach,gender,p0570,1
113,complicated cockroach,gender,p0573,2
114,complicated cockroach,gender,p0578,1
115,complicated cockroach,gender,p0594,1
116,complicated cockroach,gender,p0597,1
117,complicated cockroach,gender,p0601,1
118,complicated cockroach,gender,p0602,2
119,complicated cockroach,gender,p0605,1
120,complicated cockroach,gender,p0615,1
121,complicated cockroach,gender,p0620,1
122,complicated cockroach,gender,p0626,2
123,complicated cockroach,gender,p0629,2
124,complicated cockroach,gender,p0633,2
125,complicated cockroach,gender,p0638,2
126,complicated cockroach,gender,p0639,1
127,complicated cockroach,gender,p0640,2
128,complicated cockroach,gender,p0655,2
129,complicated cockroach,gender,p0656,1
130,complicated cockroach,gender,p0658,1
131,complicated cockroach,gender,p0661,1
132,complicated cockroach,gender,p0669,1
133,complicated cockroach,gender,p0670,2
134,complicated cockroach,gender,p0672,2
135,complicated cockroach,gender,p0674,1
136,complicated cockroach,gender,p0678,1
137,complicated cockroach,gender,p0683,2
138,complicated cockroach,gender,p0686,1
139,complicated cockroach,gender,p0687,1
140,complicated cockroach,gender,p0698,2
141,complicated cockroach,gender,p0700,1
142,complicated cockroach,gender,p0703,1
143,complicated cockroach,gender,p0718,1
144,complicated cockroach,gender,p0744,2
145,complicated cockroach,gender,p0745,1
146,complicated cockroach,gender,p0753,2
147,complicated cockroach,gender,p0770,1
148,complicated cockroach,gender,p0771,1
149,complicated cockroach,gender,p0777,1
150,complicated cockroach,gender,p0779,1
151,complicated cockroach,gender,p0780,2
152,complicated cockroach,gender,p0783,1
153,complicated cockroach,gender,p0785,2
154,complicated cockroach,gender,p0786,2
155,complicated cockroach,gender,p0794,1
156,complicated cockroach,gender,p0798,1
157,complicated cockroach,gender,p0800,1
158,complicated cockroach,gender,p0820,2
159,complicated cockroach,gender,p0841,2
160,complicated cockroach,gender,p0849,1
161,complicated cockroach,gender,p0862,1
162,complicated cockroach,gender,p0867,2
163,complicated cockroach,gender,p0869,1
164,complicated cockroach,gender,p0872,1
165,complicated cockroach,gender,p0880,2
166,complicated cockroach,gender,p0891,1
167,complicated cockroach,gender,p0916,2
168,complicated cockroach,gender,p0917,2
169,complicated cockroach,gender,p0919,2
170,complicated cockroach,gender,p0922,2
171,complicated cockroach,gender,p0925,2
172,complicated cockroach,gender,p0927,1
173,complicated cockroach,gender,p0929,2
174,complicated cockroach,gender,p0930,1
175,complicated cockroach,gender,p0931,2
176,complicated cockroach,gender,p0933,2
177,complicated cockroach,gender,p0934,2
178,complicated cockroach,gender,p0936,2
179,complicated cockroach,gender,p0938,1
180,complicated cockroach,gender,p0939,2
181,complicated cockroach,gender,p0946,1
182,complicated cockroach,gender,p0951,1
183,complicated cockroach,gender,p0956,2
184,complicated cockroach,gender,p0962,2
185,complicated cockroach,gender,p0963,1
186,complicated cockroach,gender,p0969,1
187,complicated cockroach,gender,p0972,1
188,complicated cockroach,gender,p0975,1
189,complicated cockroach,gender,p0985,2
190,complicated cockroach,gender,p0993,1
191,complicated cockroach,gender,p0996,2
192,complicated cockroach,gender,p1011,1
193,complicated cockroach,gender,p1017,2
194,complicated cockroach,gender,p1020,1
195,complicated cockroach,gender,p1022,1
196,complicated cockroach,gender,p1024,2
197,complicated cockroach,gender,p1027,1
198,complicated cockroach,gender,p1028,1
199,complicated cockroach,gender,p1029,2
200,complicated cockroach,gender,p1032,1
201,complicated cockroach,gender,p1040,1
202,complicated cockroach,gender,p1047,1
203,complicated cockroach,gender,p1048,1
204,complicated cockroach,gender,p1053,2
205,complicated cockroach,gender,p1057,1
206,complicated cockroach,gender,p1058,2
207,complicated cockroach,gender,p1063,1
208,complicated cockroach,gender,p1064,2
209,complicated cockroach,gender,p1065,1
210,complicated cockroach,gender,p1069,2
211,complicated cockroach,gender,p1072,1
212,complicated cockroach,gender,p1073,1
213,complicated cockroach,gender,p1075,2
214,complicated cockroach,gender,p1076,2
215,complicated cockroach,gender,p1083,2
216,complicated cockroach,gender,p1089,1
217,complicated cockroach,gender,p1093,1
218,complicated cockroach,gender,p1096,2
219,complicated cockroach,gender,p1100,1
220,complicated cockroach,gender,p1106,2
221,complicated cockroach,gender,p1107,2
222,complicated cockroach,gender,p1113,1
223,complicated cockroach,gender,p1117,1
224,complicated cockroach,gender,p1120,1
225,complicated cockroach,gender,p1134,1
226,complicated cockroach,gender,p1136,1
227,complicated cockroach,gender,p1138,2
228,complicated cockroach,gender,p1144,1
229,complicated cockroach,gender,p1145,1
230,complicated cockroach,gender,p1147,2
231,complicated cockroach,gender,p1148,1
232,complicated cockroach,gender,p1154,2
233,complicated cockroach,gender,p1159,1
234,complicated cockroach,gender,p1167,1
235,complicated cockroach,gender,p1175,2
236,complicated cockroach,gender,p1178,2
237,complicated cockroach,gender,p1184,2
238,complicated cockroach,gender,p1186,1
239,complicated cockroach,gender,p1196,1
240,complicated cockroach,gender,p1197,2
241,complicated cockroach,gender,p1203,1
242,complicated cockroach,gender,p1219,2
243,complicated cockroach,gender,p1225,1
244,complicated cockroach,gender,p1234,2
245,complicated cockroach,gender,p1242,1
246,complicated cockroach,gender,p1244,1
247,complicated cockroach,gender,p1249,2
248,complicated cockroach,gender,p1250,1
249,complicated cockroach,gender,p1256,1
250,complicated cockroach,gender,p1258,2
251,complicated cockroach,gender,p1260,1
252,complicated cockroach,gender,p1262,1
253,complicated cockroach,gender,p1264,2
254,complicated cockroach,gender,p1265,2
255,complicated cockroach,gender,p1269,1
256,complicated cockroach,gender,p1272,2
257,complicated cockroach,gender,p1278,1
258,complicated cockroach,gender,p1281,2
259,complicated cockroach,gender,p1292,1
260,complicated cockroach,gender,p1299,2
261,complicated cockroach,gender,p1312,2
262,complicated cockroach,gender,p1322,1
263,complicated cockroach,gender,p1326,2
264,complicated cockroach,gender,p1330,2
265,complicated cockroach,gender,p1335,2
266,complicated cockroach,gender,p1337,1
267,complicated cockroach,gender,p1340,1
268,complicated cockroach,gender,p1345,1
269,complicated cockroach,gender,p1351,1
270,complicated cockroach,gender,p1355,2
271,complicated cockroach,gender,p1362,2
272,complicated cockroach,gender,p1365,1
273,complicated cockroach,gender,p1366,2
274,complicated cockroach,gender,p1367,1
275,complicated cockroach,gender,p1370,2
276,complicated cockroach,gender,p1371,1
277,complicated cockroach,gender,p1373,2
278,complicated cockroach,gender,p1375,2
279,complicated cockroach,gender,p1376,2
280,complicated cockroach,gender,p1379,2
281,complicated cockroach,gender,p1381,2
282,complicated cockroach,gender,p1393,2
283,complicated cockroach,gender,p1396,2
284,complicated cockroach,gender,p1398,1
285,complicated cockroach,gender,p1404,2
286,complicated cockroach,gender,p1406,1
287,complicated cockroach,gender,p1407,2
288,complicated cockroach,gender,p1409,1
289,complicated cockroach,gender,p1412,1
290,complicated cockroach,gender,p1414,1
291,complicated cockroach,gender,p1424,1
292,complicated cockroach,gender,p1425,1
293,complicated cockroach,gender,p1429,2
294,complicated cockroach,gender,p1434,1
295,complicated cockroach,gender,p1441,1
296,complicated cockroach,gender,p1445,1
297,complicated cockroach,gender,p1450,1
298,complicated cockroach,gender,p1454,1
299,complicated cockroach,gender,p1456,1
300,complicated cockroach,gender,p1457,2
301,complicated cockroach,gender,p1458,1
302,complicated cockroach,gender,p1469,1
303,complicated cockroach,gender,p1470,1
304,complicated cockroach,gender,p1481,1
305,complicated cockroach,gender,p1488,2
306,complicated cockroach,gender,p1492,1
307,complicated cockroach,gender,p1495,1
308,complicated cockroach,gender,p1497,2
309,complicated cockroach,gender,p1499,1
310,complicated cockroach,gender,p1503,1
311,complicated cockroach,gender,p1511,1
312,complicated cockroach,gender,p1512,2
313,complicated cockroach,gender,p1518,2
314,complicated cockroach,gender,p1519,2
315,complicated cockroach,gender,p1520,2
316,complicated cockroach,gender,p1524,2
317,complicated cockroach,gender,p1526,2
318,complicated cockroach,gender,p1537,1
319,complicated cockroach,gender,p1545,2
320,complicated cockroach,gender,p1547,2
321,complicated cockroach,gender,p1552,1
322,complicated cockroach,gender,p1567,1
323,complicated cockroach,gender,p1568,2
324,complicated cockroach,gender,p1579,2
325,complicated cockroach,gender,p1587,2
326,complicated cockroach,gender,p1596,1
327,complicated cockroach,gender,p1600,1
328,complicated cockroach,gender,p1603,2
329,complicated cockroach,gender,p1604,2
330,complicated cockroach,gender,p1610,2
331,complicated cockroach,gender,p1618,1
332,complicated cockroach,gender,p1619,1
333,complicated cockroach,gender,p1622,1
334,complicated cockroach,gender,p1623,1
335,complicated cockroach,gender,p1630,1
336,complicated cockroach,gender,p1641,1
337,complicated cockroach,gender,p1649,1
338,complicated cockroach,gender,p1652,1
339,complicated cockroach,gender,p1665,1
340,complicated cockroach,gender,p1669,1
341,complicated cockroach,gender,p1685,1
342,complicated cockroach,gender,p1693,2
343,complicated cockroach,gender,p1698,1
344,complicated cockroach,gender,p1704,1
345,complicated cockroach,gender,p1711,1
346,complicated cockroach,gender,p1718,1
347,complicated cockroach,gender,p1732,1
348,complicated cockroach,gender,p1739,1
349,complicated cockroach,gender,p1741,1
350,complicated cockroach,gender,p1746,1
351,complicated cockroach,gender,p1751,1
352,complicated cockroach,gender,p1754,2
353,complicated cockroach,gender,p1769,2
354,complicated cockroach,gender,p1771,2
355,complicated cockroach,gender,p1776,1
356,complicated cockroach,gender,p1780,1
357,complicated cockroach,gender,p1785,2
358,complicated cockroach,gender,p1791,1
359,complicated cockroach,gender,p1793,1
360,complicated cockroach,gender,p1796,1
361,complicated cockroach,gender,p1805,1
362,complicated cockroach,gender,p1812,1
363,complicated cockroach,gender,p1816,2
364,complicated cockroach,gender,p1819,1
365,complicated cockroach,gender,p1825,1
366,complicated cockroach,gender,p1836,1
367,complicated cockroach,gender,p1839,2
368,complicated cockroach,gender,p1861,1
369,complicated cockroach,gender,p1863,1
370,complicated cockroach,gender,p1873,1
371,complicated cockroach,gender,p1875,1
372,complicated cockroach,gender,p1876,2
373,complicated cockroach,gender,p1877,2
374,complicated cockroach,gender,p1880,2
375,complicated cockroach,gender,p1883,1
376,complicated cockroach,gender,p1889,1
377,complicated cockroach,gender,p1893,1
378,complicated cockroach,gender,p1896,1
379,complicated cockroach,gender,p1913,1
380,complicated cockroach,gender,p1922,1
381,complicated cockroach,gender,p1930,1
382,complicated cockroach,gender,p1935,1
383,complicated cockroach,gender,p1940,1
384,complicated cockroach,gender,p1948,2
385,complicated cockroach,gender,p1950,2
386,complicated cockroach,gender,p1954,1
387,complicated cockroach,gender,p1956,2
388,complicated cockroach,gender,p1958,1
389,complicated cockroach,gender,p1967,2
390,complicated cockroach,gender,p1973,1
391,complicated cockroach,gender,p1978,1
392,complicated cockroach,gender,p1983,1
393,complicated cockroach,gender,p1984,2
394,complicated cockroach,gender,p1995,1
395,complicated cockroach,gender,p1996,2
396,complicated cockroach,gender,p1997,1
397,complicated cockroach,gender,p2001,2
398,complicated cockroach,gender,p2002,2
399,complicated cockroach,gender,p2013,2
400,complicated cockroach,gender,p2014,2
401,complicated cockroach,gender,p2016,1
402,complicated cockroach,gender,p2018,1
403,complicated cockroach,gender,p2023,2
404,complicated cockroach,gender,p2025,1
405,complicated cockroach,gender,p2028,1
406,complicated cockroach,gender,p2030,2
407,complicated cockroach,gender,p2033,1
408,complicated cockroach,gender,p2040,1
409,complicated cockroach,gender,p2051,2
410,complicated cockroach,gender,p2052,1
411,complicated cockroach,gender,p2066,1
412,complicated cockroach,gender,p2067,1
413,complicated cockroach,gender,p2073,1
414,complicated cockroach,gender,p2077,2
415,complicated cockroach,gender,p2078,2
416,complicated cockroach,gender,p2086,1
417,complicated cockroach,gender,p2089,1
418,complicated cockroach,gender,p2093,1
419,complicated cockroach,gender,p2094,2
420,complicated cockroach,gender,p2111,2
421,complicated cockroach,gender,p2117,2
422,complicated cockroach,gender,p2121,1
423,complicated cockroach,gender,p2127,1
424,complicated cockroach,gender,p2141,1
425,complicated cockroach,gender,p2142,2
426,complicated cockroach,gender,p2143,1
427,complicated cockroach,gender,p2153,2
428,complicated cockroach,gender,p2155,2
429,complicated cockroach,gender,p2169,1
430,complicated cockroach,gender,p2187,1
431,complicated cockroach,gender,p2188,1
432,complicated cockroach,gender,p2197,2
433,complicated cockroach,gender,p2213,2
434,complicated cockroach,gender,p2214,2
435,complicated cockroach,gender,p2215,2
436,complicated cockroach,gender,p2220,1
437,complicated cockroach,gender,p2223,2
438,complicated cockroach,gender,p2229,1
439,complicated cockroach,gender,p2234,2
440,complicated cockroach,gender,p2237,2
441,complicated cockroach,gender,p2238,1
442,complicated cockroach,gender,p2244,2
443,complicated cockroach,gender,p2248,2
444,complicated cockroach,gender,p2252,1
445,complicated cockroach,gender,p2255,1
446,complicated cockroach,gender,p2261,1
447,complicated cockroach,gender,p2263,2
448,complicated cockroach,gender,p2273,2
449,complicated cockroach,gender,p2275,2
450,complicated cockroach,gender,p2276,2
451,complicated cockroach,gender,p2283,2
452,complicated cockroach,gender,p2287,2
453,complicated cockroach,gender,p2296,1
454,complicated cockroach,gender,p2298,1
455,complicated cockroach,gender,p2304,1
456,complicated cockroach,gender,p2310,2
457,complicated cockroach,gender,p2322,2
458,complicated cockroach,gender,p2326,2
459,complicated cockroach,gender,p2330,2
460,complicated cockroach,gender,p2331,1
461,complicated cockroach,gender,p2333,1
462,complicated cockroach,gender,p2347,2
463,complicated cockroach,gender,p2350,2
464,complicated cockroach,gender,p2351,1
465,complicated cockroach,gender,p2353,2
466,complicated cockroach,gender,p2355,2
467,complicated cockroach,gender,p2363,2
468,complicated cockroach,gender,p2378,2
469,complicated cockroach,gender,p2380,1
470,complicated cockroach,gender,p2387,2
471,complicated cockroach,gender,p2398,1
472,complicated cockroach,gender,p2400,1
473,complicated cockroach,gender,p2403,2
474,complicated cockroach,gender,p2408,2
475,complicated cockroach,gender,p2418,2
476,complicated cockroach,gender,p2426,1
477,complicated cockroach,gender,p2428,2
478,complicated cockroach,gender,p2434,2
479,complicated cockroach,gender,p2446,1
480,complicated cockroach,gender,p2452,1
481,complicated cockroach,gender,p2454,2
482,complicated cockroach,gender,p2462,1
483,complicated cockroach,gender,p2467,1
484,complicated cockroach,gender,p2482,2
485,complicated cockroach,gender,p2489,1
486,complicated cockroach,gender,p2490,2
487,complicated cockroach,gender,p2494,2
488,complicated cockroach,gender,p2502,1
489,complicated cockroach,gender,p2503,2
490,complicated cockroach,gender,p2522,1
491,complicated cockroach,gender,p2524,1
492,complicated cockroach,gender,p2533,2
493,complicated cockroach,gender,p2566,2
494,complicated cockroach,gender,p2571,1
495,complicated cockroach,gender,p2573,1
496,complicated cockroach,gender,p2582,1
497,complicated cockroach,gender,p2591,1
498,complicated cockroach,gender,p2592,2
499,complicated cockroach,gender,p2595,2
500,complicated cockroach,year_birth,p0016,1970
501,complicated cockroach,year_birth,p0022,1991
502,complicated cockroach,year_birth,p0023,1958
503,complicated cockroach,year_birth,p0026,1965
504,complicated cockroach,year_birth,p0034,1950
505,complicated cockroach,year_birth,p0036,1994
506,complicated cockroach,year_birth,p0037,1969
507,complicated cockroach,year_birth,p0042,1960
508,complicated cockroach,year_birth,p0057,1981
509,complicated cockroach,year_birth,p0066,1966
510,complicated cockroach,year_birth,p0069,1986
511,complicated cockroach,year_birth,p0072,1987
512,complicated cockroach,year_birth,p0073,1982
513,complicated cockroach,year_birth,p0082,1973
514,complicated cockroach,year_birth,p0091,1995
515,complicated cockroach,year_birth,p0092,1980
516,complicated cockroach,year_birth,p0093,1947
517,complicated cockroach,year_birth,p0095,1946
518,complicated cockroach,year_birth,p0107,1964
519,complicated cockroach,year_birth,p0114,1987
520,complicated cockroach,year_birth,p0116,1986
521,complicated cockroach,year_birth,p0118,1998
522,complicated cockroach,year_birth,p0119,1989
523,complicated cockroach,year_birth,p0126,1961
524,complicated cockroach,year_birth,p0129,1951
525,complicated cockroach,year_birth,p0136,1986
526,complicated cockroach,year_birth,p0138,1947
527,complicated cockroach,year_birth,p0144,1989
528,complicated cockroach,year_birth,p0150,1975
529,complicated cockroach,year_birth,p0152,1973
530,complicated cockroach,year_birth,p0158,1948
531,complicated cockroach,year_birth,p0161,1984
532,complicated cockroach,year_birth,p0164,1955
533,complicated cockroach,year_birth,p0175,1954
534,complicated cockroach,year_birth,p0177,1972
535,complicated cockroach,year_birth,p0178,1991
536,complicated cockroach,year_birth,p0181,1970
537,complicated cockroach,year_birth,p0186,1968
538,complicated cockroach,year_birth,p0196,1993
539,complicated cockroach,year_birth,p0198,1949
540,complicated cockroach,year_birth,p0202,1950
541,complicated cockroach,year_birth,p0205,1944
542,complicated cockroach,year_birth,p0207,1932
543,complicated cockroach,year_birth,p0211,1947
544,complicated cockroach,year_birth,p0227,1978
545,complicated cockroach,year_birth,p0229,1957
546,complicated cockroach,year_birth,p0232,1939
547,complicated cockroach,year_birth,p0233,1951
548,complicated cockroach,year_birth,p0237,1984
549,complicated cockroach,year_birth,p0258,1936
550,complicated cockroach,year_birth,p0268,1927
551,complicated cockroach,year_birth,p0274,1981
552,complicated cockroach,year_birth,p0275,1970
553,complicated cockroach,year_birth,p0277,1975
554,complicated cockroach,year_birth,p0288,1970
555,complicated cockroach,year_birth,p0291,1936
556,complicated cockroach,year_birth,p0307,1996
557,complicated cockroach,year_birth,p0308,1998
558,complicated cockroach,year_birth,p0317,1960
559,complicated cockroach,year_birth,p0325,1989
560,complicated cockroach,year_birth,p0327,1958
561,complicated cockroach,year_birth,p0334,1956
562,complicated cockroach,year_birth,p0336,1987
563,complicated cockroach,year_birth,p0338,1977
564,complicated cockroach,year_birth,p0342,1981
565,complicated cockroach,year_birth,p0349,1975
566,complicated cockroach,year_birth,p0356,1991
567,complicated cockroach,year_birth,p0358,1956
568,complicated cockroach,year_birth,p0363,1956
569,complicated cockroach,year_birth,p0364,1981
570,complicated cockroach,year_birth,p0369,1989
571,complicated cockroach,year_birth,p0370,1983
572,complicated cockroach,year_birth,p0371,1959
573,complicated cockroach,year_birth,p0379,1962
574,complicated cockroach,year_birth,p0386,1986
575,complicated cockroach,year_birth,p0396,1987
576,complicated cockroach,year_birth,p0403,1988
577,complicated cockroach,year_birth,p0405,1990
578,complicated cockroach,year_birth,p0412,1963
579,complicated cockroach,year_birth,p0415,1992
580,complicated cockroach,year_birth,p0416,1982
581,complicated cockroach,year_birth,p0417,1983
582,complicated cockroach,year_birth,p0418,1952
583,complicated cockroach,year_birth,p0430,1944
584,complicated cockroach,year_birth,p0431,1998
585,complicated cockroach,year_birth,p0434,1964
586,complicated cockroach,year_birth,p0438,1977
587,complicated cockroach,year_birth,p0441,1988
588,complicated cockroach,year_birth,p0442,1994
589,complicated cockroach,year_birth,p0449,1957
590,complicated cockroach,year_birth,p0450,1951
591,complicated cockroach,year_birth,p0465,1965
592,complicated cockroach,year_birth,p0471,1987
593,complicated cockroach,year_birth,p0477,1970
594,complicated cockroach,year_birth,p0483,1993
595,complicated cockroach,year_birth,p0486,1990
596,complicated cockroach,year_birth,p0487,1983
597,complicated cockroach,year_birth,p0489,1959
598,complicated cockroach,year_birth,p0497,1946
599,complicated cockroach,year_birth,p0502,1953
600,complicated cockroach,year_birth,p0503,1991
601,complicated cockroach,year_birth,p0506,1987
602,complicated cockroach,year_birth,p0511,1989
603,complicated cockroach,year_birth,p0523,1993
604,complicated cockroach,year_birth,p0534,1954
605,complicated cockroach,year_birth,p0536,1982
606,complicated cockroach,year_birth,p0542,1948
607,complicated cockroach,year_birth,p0547,1954
608,complicated cockroach,year_birth,p0553,1966
609,complicated cockroach,year_birth,p0559,1991
610,complicated cockroach,year_birth,p0566,1984
611,complicated cockroach,year_birth,p0568,1972
612,complicated cockroach,year_birth,p0570,1977
613,complicated cockroach,year_birth,p0573,1987
614,complicated cockroach,year_birth,p0578,1967
615,complicated cockroach,year_birth,p0594,1984
616,complicated cockroach,year_birth,p0597,1958
617,complicated cockroach,year_birth,p0601,1996
618,complicated cockroach,year_birth,p0602,1952
619,complicated cockroach,year_birth,p0605,1987
620,complicated cockroach,year_birth,p0615,1966
621,complicated cockroach,year_birth,p0620,1994
622,complicated cockroach,year_birth,p0626,1980
623,complicated cockroach,year_birth,p0629,1995
624,complicated cockroach,year_birth,p0633,1996
625,complicated cockroach,year_birth,p0638,1989
626,complicated cockroach,year_birth,p0639,1976
627,complicated cockroach,year_birth,p0640,1951
628,complicated cockroach,year_birth,p0655,1998
629,complicated cockroach,year_birth,p0656,1991
630,complicated cockroach,year_birth,p0658,1968
631,complicated cockroach,year_birth,p0661,1988
632,complicated cockroach,year_birth,p0669,1960
633,complicated cockroach,year_birth,p0670,1980
634,complicated cockroach,year_birth,p0672,1973
635,complicated cockroach,year_birth,p0674,1985
636,complicated cockroach,year_birth,p0678,1978
637,complicated cockroach,year_birth,p0683,1949
638,complicated cockroach,year_birth,p0686,1977
639,complicated cockroach,year_birth,p0687,1953
640,complicated cockroach,year_birth,p0698,1963
641,complicated cockroach,year_birth,p0700,1981
642,complicated cockroach,year_birth,p0703,1970
643,complicated cockroach,year_birth,p0718,1984
644,complicated cockroach,year_birth,p0744,1987
645,complicated cockroach,year_birth,p0745,1987
646,complicated cockroach,year_birth,p0753,1992
647,complicated cockroach,year_birth,p0770,1985
648,complicated cockroach,year_birth,p0771,1964
649,complicated cockroach,year_birth,p0777,1982
650,complicated cockroach,year_birth,p0779,1964
651,complicated cockroach,year_birth,p0780,1970
652,complicated cockroach,year_birth,p0783,1947
653,complicated cockroach,year_birth,p0785,1994
654,complicated cockroach,year_birth,p0786,1970
655,complicated cockroach,year_birth,p0794,1952
656,complicated cockroach,year_birth,p0798,1947
657,complicated cockroach,year_birth,p0800,1967
658,complicated cockroach,year_birth,p0820,1982
659,complicated cockroach,year_birth,p0841,1985
660,complicated cockroach,year_birth,p0849,1970
661,complicated cockroach,year_birth,p0862,1989
662,complicated cockroach,year_birth,p0867,1969
663,complicated cockroach,year_birth,p0869,1955
664,complicated cockroach,year_birth,p0872,1972
665,complicated cockroach,year_birth,p0880,1993
666,complicated cockroach,year_birth,p0891,1984
667,complicated cockroach,year_birth,p0916,1989
668,complicated cockroach,year_birth,p0917,1987
669,complicated cockroach,year_birth,p0919,1991
670,complicated cockroach,year_birth,p0922,1957
671,complicated cockroach,year_birth,p0925,1966
672,complicated cockroach,year_birth,p0927,1990
673,complicated cockroach,year_birth,p0929,1991
674,complicated cockroach,year_birth,p0930,1984
675,complicated cockroach,year_birth,p0931,1958
676,complicated cockroach,year_birth,p0933,1986
677,complicated cockroach,year_birth,p0934,1978
678,complicated cockroach,year_birth,p0936,1976
679,complicated cockroach,year_birth,p0938,1982
680,complicated cockroach,year_birth,p0939,1984
681,complicated cockroach,year_birth,p0946,1980
682,complicated cockroach,year_birth,p0951,1963
683,complicated cockroach,year_birth,p0956,1988
684,complicated cockroach,year_birth,p0962,1942
685,complicated cockroach,year_birth,p0963,1990
686,complicated cockroach,year_birth,p0969,1960
687,complicated cockroach,year_birth,p0972,1956
688,complicated cockroach,year_birth,p0975,1952
689,complicated cockroach,year_birth,p0985,1994
690,complicated cockroach,year_birth,p0993,1983
691,complicated cockroach,year_birth,p0996,1956
692,complicated cockroach,year_birth,p1011,1961
693,complicated cockroach,year_birth,p1017,1992
694,complicated cockroach,year_birth,p1020,1953
695,complicated cockroach,year_birth,p1022,1995
696,complicated cockroach,year_birth,p1024,1972
697,complicated cockroach,year_birth,p1027,1996
698,complicated cockroach,year_birth,p1028,1985
699,complicated cockroach,year_birth,p1029,1986
700,complicated cockroach,year_birth,p1032,1972
701,complicated cockroach,year_birth,p1040,1990
702,complicated cockroach,year_birth,p1047,1997
