,condition,outcome,persona,response
54,heartfelt hummingbird,gender,p0288,1
55,heartfelt hummingbird,gender,p0291,1
56,heartfelt hummingbird,gender,p0307,1
57,heartfelt hummingbird,gender,p0308,1
58,heartfelt hummingbird,gender,p0317,1
59,heartfelt hummingbird,gender,p0325,2
60,heartfelt hummingbird,gender,p0327,1
61,heartfelt hummingbird,gender,p0334,1
62,heartfelt hummingbird,gender,p0336,1
63,heartfelt hummingbird,gender,p0338,1
64,heartfelt hummingbird,gender,p0342,1
65,heartfelt hummingbird,gender,p0349,1
66,heartfelt hummingbird,gender,p0356,2
67,heartfelt hummingbird,gender,p0358,1
68,heartfelt hummingbird,gender,p0363,1
69,heartfelt hummingbird,gender,p0364,1
70,heartfelt hummingbird,gender,p0369,2
71,heartfelt hummingbird,gender,p0370,2
72,heartfelt hummingbird,gender,p0371,1
73,heartfelt hummingbird,gender,p0379,1
74,heartfelt hummingbird,gender,p0386,1
75,heartfelt hummingbird,gender,p0396,2
76,heartfelt hummingbird,gender,p0403,2
77,heartfelt hummingbird,gender,p0405,2
78,heartfelt hummingbird,gender,p0412,1
79,heartfelt hummingbird,gender,p0415,1
80,heartfelt hummingbird,gender,p0416,1
81,heartfelt hummingbird,gender,p0417,1
82,heartfelt hummingbird,gender,p0418,2
83,heartfelt hummingbird,gender,p0430,1
84,heartfelt hummingbird,gender,p0431,2
85,heartfelt hummingbird,gender,p0434,2
86,heartfelt hummingbird,gender,p0438,2
87,heartfelt hummingbird,gender,p0441,2
88,heartfelt hummingbird,gender,p0442,2
89,heartfelt hummingbird,gender,p0449,1
90,heartfelt hummingbird,gender,p0450,2
91,heartfelt hummingbird,gender,p0465,1
92,heartfelt hummingbird,gender,p0471,2
93,heartfelt hummingbird,gender,p0477,2
94,heartfelt hummingbird,gender,p0483,2
95,heartfelt hummingbird,gender,p0486,1
96,heartfelt hummingbird,gender,p0487,1
97,heartfelt hummingbird,gender,p0489,1
98,heartfelt hummingbird,gender,p0497,1
99,heartfelt hummingbird,gender,p0502,1
100,heartfelt hummingbird,gender,p0503,2
101,heartfelt hummingbird,gender,p0506,1
102,heartfelt hummingbird,gender,p0511,1
103,heartfelt hummingbird,gender,p0523,2
104,heartfelt hummingbird,gender,p0534,1
105,heartfelt hummingbird,gender,p0536,1
106,heartfelt hummingbird,gender,p0542,1
107,heartfelt hummingbird,gender,p0547,2
108,heartfelt hummingbird,gender,p0553,1
109,heartfelt hummingbird,gender,p0559,2
110,heartfelt hummingbird,gender,p0566,1
111,heartfelt hummingbird,gender,p0568,2
112,heartfelt hummingbird,gender,p0570,1
113,heartfelt hummingbird,gender,p0573,2
114,heartfelt hummingbird,gender,p0578,1
115,heartfelt hummingbird,gender,p0594,1
116,heartfelt hummingbird,gender,p0597,1
117,heartfelt hummingbird,gender,p0601,1
118,heartfelt hummingbird,gender,p0602,2
119,heartfelt hummingbird,gender,p0605,1
120,heartfelt hummingbird,gender,p0615,1
121,heartfelt hummingbird,gender,p0620,1
122,heartfelt hummingbird,gender,p0626,2
123,heartfelt hummingbird,gender,p0629,2
124,heartfelt hummingbird,gender,p0633,2
125,heartfelt hummingbird,gender,p0638,2
126,heartfelt hummingbird,gender,p0639,1
127,heartfelt hummingbird,gender,p0640,2
128,heartfelt hummingbird,gender,p0655,2
129,heartfelt hummingbird,gender,p0656,1
130,heartfelt hummingbird,gender,p0658,1
131,heartfelt hummingbird,gender,p0661,1
132,heartfelt hummingbird,gender,p0669,1
133,heartfelt hummingbird,gender,p0670,2
134,heartfelt hummingbird,gender,p0672,2
135,heartfelt hummingbird,gender,p0674,1
136,heartfelt hummingbird,gender,p0678,1
137,heartfelt hummingbird,gender,p0683,2
138,heartfelt hummingbird,gender,p0686,1
139,heartfelt hummingbird,gender,p0687,1
140,heartfelt hummingbird,gender,p0698,2
141,heartfelt hummingbird,gender,p0700,1
142,heartfelt hummingbird,gender,p0703,1
143,heartfelt hummingbird,gender,p0718,1
144,heartfelt hummingbird,gender,p0744,2
145,heartfelt hummingbird,gender,p0745,1
146,heartfelt hummingbird,gender,p0753,2
147,heartfelt hummingbird,gender,p0770,1
148,heartfelt hummingbird,gender,p0771,1
149,heartfelt hummingbird,gender,p0777,1
150,heartfelt hummingbird,gender,p0779,1
151,heartfelt hummingbird,gender,p0780,2
152,heartfelt hummingbird,gender,p0783,1
153,heartfelt hummingbird,gender,p0785,2
154,heartfelt hummingbird,gender,p0786,2
155,heartfelt hummingbird,gender,p0794,1
156,heartfelt hummingbird,gender,p0798,1
157,heartfelt hummingbird,gender,p0800,1
158,heartfelt hummingbird,gender,p0820,2
159,heartfelt hummingbird,gender,p0841,2
160,heartfelt hummingbird,gender,p0849,1
161,heartfelt hummingbird,gender,p0862,1
162,heartfelt hummingbird,gender,p0867,2
163,heartfelt hummingbird,gender,p0869,1
164,heartfelt hummingbird,gender,p0872,1
165,heartfelt hummingbird,gender,p0880,2
166,heartfelt hummingbird,gender,p0891,1
167,heartfelt hummingbird,gender,p0916,2
168,heartfelt hummingbird,gender,p0917,2
169,heartfelt hummingbird,gender,p0919,2
170,heartfelt hummingbird,gender,p0922,2
171,heartfelt hummingbird,gender,p0925,2
172,heartfelt hummingbird,gender,p0927,1
173,heartfelt hummingbird,gender,p0929,2
174,heartfelt hummingbird,gender,p0930,1
175,heartfelt hummingbird,gender,p0931,2
176,heartfelt hummingbird,gender,p0933,2
177,heartfelt hummingbird,gender,p0934,2
178,heartfelt hummingbird,gender,p0936,2
179,heartfelt hummingbird,gender,p0938,1
180,heartfelt hummingbird,gender,p0939,2
181,heartfelt hummingbird,gender,p0946,1
182,heartfelt hummingbird,gender,p0951,1
183,heartfelt hummingbird,gender,p0956,2
184,heartfelt hummingbird,gender,p0962,2
185,heartfelt hummingbird,gender,p0963,1
186,heartfelt hummingbird,gender,p0969,1
187,heartfelt hummingbird,gender,p0972,1
188,heartfelt hummingbird,gender,p0975,1
189,heartfelt hummingbird,gender,p0985,2
190,heartfelt hummingbird,gender,p0993,1
191,heartfelt hummingbird,gender,p0996,2
192,heartfelt hummingbird,gender,p1011,1
193,heartfelt hummingbird,gender,p1017,2
194,heartfelt hummingbird,gender,p1020,1
195,heartfelt hummingbird,gender,p1022,1
196,heartfelt hummingbird,gender,p1024,2
197,heartfelt hummingbird,gender,p1027,1
198,heartfelt hummingbird,gender,p1028,1
199,heartfelt hummingbird,gender,p1029,2
200,heartfelt hummingbird,gender,p1032,1
201,heartfelt hummingbird,gender,p1040,1
202,heartfelt hummingbird,gender,p1047,1
203,heartfelt hummingbird,gender,p1048,1
204,heartfelt hummingbird,gender,p1053,2
205,heartfelt hummingbird,gender,p1057,1
206,heartfelt hummingbird,gender,p1058,2
207,heartfelt hummingbird,gender,p1063,1
208,heartfelt hummingbird,gender,p1064,2
209,heartfelt hummingbird,gender,p1065,1
210,heartfelt hummingbird,gender,p1069,2
211,heartfelt hummingbird,gender,p1072,1
212,heartfelt hummingbird,gender,p1073,1
213,heartfelt hummingbird,gender,p1075,2
214,heartfelt hummingbird,gender,p1076,2
215,heartfelt hummingbird,gender,p1083,2
216,heartfelt hummingbird,gender,p1089,1
217,heartfelt hummingbird,gender,p1093,1
218,heartfelt hummingbird,gender,p1096,2
219,heartfelt hummingbird,gender,p1100,1
220,heartfelt hummingbird,gender,p1106,2
221,heartfelt hummingbird,gender,p1107,2
222,heartfelt hummingbird,gender,p1113,1
223,heartfelt hummingbird,gender,p1117,1
224,heartfelt hummingbird,gender,p1120,1
225,heartfelt hummingbird,gender,p1134,1
226,heartfelt hummingbird,gender,p1136,1
227,heartfelt hummingbird,gender,p1138,2
228,heartfelt hummingbird,gender,p1144,1
229,heartfelt hummingbird,gender,p1145,1
230,heartfelt hummingbird,gender,p1147,2
231,heartfelt hummingbird,gender,p1148,1
232,heartfelt hummingbird,gender,p1154,2
233,heartfelt hummingbird,gender,p1159,1
234,heartfelt hummingbird,gender,p1167,1
235,heartfelt hummingbird,gender,p1175,2
236,heartfelt hummingbird,gender,p1178,2
237,heartfelt hummingbird,gender,p1184,2
238,heartfelt hummingbird,gender,p1186,1
239,heartfelt hummingbird,gender,p1196,1
240,heartfelt hummingbird,gender,p1197,2
241,heartfelt hummingbird,gender,p1203,1
242,heartfelt hummingbird,gender,p1219,2
243,heartfelt hummingbird,gender,p1225,1
244,heartfelt hummingbird,gender,p1234,2
245,heartfelt hummingbird,gender,p1242,1
246,heartfelt hummingbird,gender,p1244,1
247,heartfelt hummingbird,gender,p1249,2
248,heartfelt hummingbird,gender,p1250,1
249,heartfelt hummingbird,gender,p1256,1
250,heartfelt hummingbird,gender,p1258,2
251,heartfelt hummingbird,gender,p1260,1
252,heartfelt hummingbird,gender,p1262,1
253,heartfelt hummingbird,gender,p1264,2
254,heartfelt hummingbird,gender,p1265,2
255,heartfelt hummingbird,gender,p1269,1
256,heartfelt hummingbird,gender,p1272,2
257,heartfelt hummingbird,gender,p1278,1
258,heartfelt hummingbird,gender,p1281,2
259,heartfelt hummingbird,gender,p1292,1
260,heartfelt hummingbird,gender,p1299,2
261,heartfelt hummingbird,gender,p1312,2
262,heartfelt hummingbird,gender,p1322,1
263,heartfelt hummingbird,gender,p1326,2
264,heartfelt hummingbird,gender,p1330,2
265,heartfelt hummingbird,gender,p1335,2
266,heartfelt hummingbird,gender,p1337,1
267,heartfelt hummingbird,gender,p1340,1
268,heartfelt hummingbird,gender,p1345,1
269,heartfelt hummingbird,gender,p1351,1
270,heartfelt hummingbird,gender,p1355,2
271,heartfelt hummingbird,gender,p1362,2
272,heartfelt hummingbird,gender,p1365,1
273,heartfelt hummingbird,gender,p1366,2
274,heartfelt hummingbird,gender,p1367,1
275,heartfelt hummingbird,gender,p1370,2
276,heartfelt hummingbird,gender,p1371,1
277,heartfelt hummingbird,gender,p1373,2
278,heartfelt hummingbird,gender,p1375,2
279,heartfelt hummingbird,gender,p1376,2
280,heartfelt hummingbird,gender,p1379,2
281,heartfelt hummingbird,gender,p1381,2
282,heartfelt hummingbird,gender,p1393,2
283,heartfelt hummingbird,gender,p1396,2
284,heartfelt hummingbird,gender,p1398,1
285,heartfelt hummingbird,gender,p1404,2
286,heartfelt hummingbird,gender,p1406,1
287,heartfelt hummingbird,gender,p1407,2
288,heartfelt hummingbird,gender,p1409,1
289,heartfelt hummingbird,gender,p1412,1
290,heartfelt hummingbird,gender,p1414,1
291,heartfelt hummingbird,gender,p1424,1
292,heartfelt hummingbird,gender,p1425,1
293,heartfelt hummingbird,gender,p1429,2
294,heartfelt hummingbird,gender,p1434,1
295,heartfelt hummingbird,gender,p1441,1
296,heartfelt hummingbird,gender,p1445,1
297,heartfelt hummingbird,gender,p1450,1
298,heartfelt hummingbird,gender,p1454,1
299,heartfelt hummingbird,gender,p1456,1
300,heartfelt hummingbird,gender,p1457,2
301,heartfelt hummingbird,gender,p1458,1
302,heartfelt hummingbird,gender,p1469,1
303,heartfelt hummingbird,gender,p1470,1
304,heartfelt hummingbird,gender,p1481,1
305,heartfelt hummingbird,gender,p1488,2
306,heartfelt hummingbird,gender,p1492,1
307,heartfelt hummingbird,gender,p1495,1
308,heartfelt hummingbird,gender,p1497,2
309,heartfelt hummingbird,gender,p1499,1
310,heartfelt hummingbird,gender,p1503,1
311,heartfelt hummingbird,gender,p1511,1
312,heartfelt hummingbird,gender,p1512,2
313,heartfelt hummingbird,gender,p1518,2
314,heartfelt hummingbird,gender,p1519,2
315,heartfelt hummingbird,gender,p1520,2
316,heartfelt hummingbird,gender,p1524,2
317,heartfelt hummingbird,gender,p1526,2
318,heartfelt hummingbird,gender,p1537,1
319,heartfelt hummingbird,gender,p1545,2
320,heartfelt hummingbird,gender,p1547,2
321,heartfelt hummingbird,gender,p1552,1
322,heartfelt hummingbird,gender,p1567,1
323,heartfelt hummingbird,gender,p1568,2
324,heartfelt hummingbird,gender,p1579,2
325,heartfelt hummingbird,gender,p1587,2
326,heartfelt hummingbird,gender,p1596,1
327,heartfelt hummingbird,gender,p1600,1
328,heartfelt hummingbird,gender,p1603,2
329,heartfelt hummingbird,gender,p1604,2
330,heartfelt hummingbird,gender,p1610,2
331,heartfelt hummingbird,gender,p1618,1
332,heartfelt hummingbird,gender,p1619,1
333,heartfelt hummingbird,gender,p1622,1
334,heartfelt hummingbird,gender,p1623,1
335,heartfelt hummingbird,gender,p1630,1
336,heartfelt hummingbird,gender,p1641,1
337,heartfelt hummingbird,gender,p1649,1
338,heartfelt hummingbird,gender,p1652,1
339,heartfelt hummingbird,gender,p1665,1
340,heartfelt hummingbird,gender,p1669,1
341,heartfelt hummingbird,gender,p1685,1
342,heartfelt hummingbird,gender,p1693,2
343,heartfelt hummingbird,gender,p1698,1
344,heartfelt hummingbird,gender,p1704,1
345,heartfelt hummingbird,gender,p1711,1
346,heartfelt hummingbird,gender,p1718,1
347,heartfelt hummingbird,gender,p1732,1
348,heartfelt hummingbird,gender,p1739,1
349,heartfelt hummingbird,gender,p1741,1
350,heartfelt hummingbird,gender,p1746,1
351,heartfelt hummingbird,gender,p1751,1
352,heartfelt hummingbird,gender,p1754,2
353,heartfelt hummingbird,gender,p1769,2
354,heartfelt hummingbird,gender,p1771,2
355,heartfelt hummingbird,gender,p1776,1
356,heartfelt hummingbird,gender,p1780,1
357,heartfelt hummingbird,gender,p1785,2
358,heartfelt hummingbird,gender,p1791,1
359,heartfelt hummingbird,gender,p1793,1
360,heartfelt hummingbird,gender,p1796,1
361,heartfelt hummingbird,gender,p1805,1
362,heartfelt hummingbird,gender,p1812,1
363,heartfelt hummingbird,gender,p1816,2
364,heartfelt hummingbird,gender,p1819,1
365,heartfelt hummingbird,gender,p1825,1
366,heartfelt hummingbird,gender,p1836,1
367,heartfelt hummingbird,gender,p1839,2
368,heartfelt hummingbird,gender,p1861,1
369,heartfelt hummingbird,gender,p1863,1
370,heartfelt hummingbird,gender,p1873,1
371,heartfelt hummingbird,gender,p1875,1
372,heartfelt hummingbird,gender,p1876,2
373,heartfelt hummingbird,gender,p1877,2
374,heartfelt hummingbird,gender,p1880,2
375,heartfelt hummingbird,gender,p1883,1
376,heartfelt hummingbird,gender,p1889,1
377,heartfelt hummingbird,gender,p1893,1
378,heartfelt hummingbird,gender,p1896,1
379,heartfelt hummingbird,gender,p1913,1
380,heartfelt hummingbird,gender,p1922,1
381,heartfelt hummingbird,gender,p1930,1
382,heartfelt hummingbird,gender,p1935,1
383,heartfelt hummingbird,gender,p1940,1
384,heartfelt hummingbird,gender,p1948,2
385,heartfelt hummingbird,gender,p1950,2
386,heartfelt hummingbird,gender,p1954,1
387,heartfelt hummingbird,gender,p1956,2
388,heartfelt hummingbird,gender,p1958,1
389,heartfelt hummingbird,gender,p1967,2
390,heartfelt hummingbird,gender,p1973,1
391,heartfelt hummingbird,gender,p1978,1
392,heartfelt hummingbird,gender,p1983,1
393,heartfelt hummingbird,gender,p1984,2
394,heartfelt hummingbird,gender,p1995,1
395,heartfelt hummingbird,gender,p1996,2
396,heartfelt hummingbird,gender,p1997,1
397,heartfelt hummingbird,gender,p2001,2
398,heartfelt hummingbird,gender,p2002,2
399,heartfelt hummingbird,gender,p2013,2
400,heartfelt hummingbird,gender,p2014,2
401,heartfelt hummingbird,gender,p2016,1
402,heartfelt hummingbird,gender,p2018,1
403,heartfelt hummingbird,gender,p2023,2
404,heartfelt hummingbird,gender,p2025,1
405,heartfelt hummingbird,gender,p2028,1
406,heartfelt hummingbird,gender,p2030,2
407,heartfelt hummingbird,gender,p2033,1
408,heartfelt hummingbird,gender,p2040,1
409,heartfelt hummingbird,gender,p2051,2
410,heartfelt hummingbird,gender,p2052,1
411,heartfelt hummingbird,gender,p2066,1
412,heartfelt hummingbird,gender,p2067,1
413,heartfelt hummingbird,gender,p2073,1
414,heartfelt hummingbird,gender,p2077,2
415,heartfelt hummingbird,gender,p2078,2
416,heartfelt hummingbird,gender,p2086,1
417,heartfelt hummingbird,gender,p2089,1
418,heartfelt hummingbird,gender,p2093,1
419,heartfelt hummingbird,gender,p2094,2
420,heartfelt hummingbird,gender,p2111,2
421,heartfelt hummingbird,gender,p2117,2
422,heartfelt hummingbird,gender,p2121,1
423,heartfelt hummingbird,gender,p2127,1
424,heartfelt hummingbird,gender,p2141,1
425,heartfelt hummingbird,gender,p2142,2
426,heartfelt hummingbird,gender,p2143,1
427,heartfelt hummingbird,gender,p2153,2
428,heartfelt hummingbird,gender,p2155,2
429,heartfelt hummingbird,gender,p2169,1
430,heartfelt hummingbird,gender,p2187,1
431,heartfelt hummingbird,gender,p2188,1
432,heartfelt hummingbird,gender,p2197,2
433,heartfelt hummingbird,gender,p2213,2
434,heartfelt hummingbird,gender,p2214,2
435,heartfelt hummingbird,gender,p2215,2
436,heartfelt hummingbird,gender,p2220,1
437,heartfelt hummingbird,gender,p2223,2
438,heartfelt hummingbird,gender,p2229,1
439,heartfelt hummingbird,gender,p2234,2
440,heartfelt hummingbird,gender,p2237,2
441,heartfelt hummingbird,gender,p2238,1
442,heartfelt hummingbird,gender,p2244,2
443,heartfelt hummingbird,gender,p2248,2
444,heartfelt hummingbird,gender,p2252,1
445,heartfelt hummingbird,gender,p2255,1
446,heartfelt hummingbird,gender,p2261,1
447,heartfelt hummingbird,gender,p2263,2
448,heartfelt hummingbird,gender,p2273,2
449,heartfelt hummingbird,gender,p2275,2
450,heartfelt hummingbird,gender,p2276,2
451,heartfelt hummingbird,gender,p2283,2
452,heartfelt hummingbird,gender,p2287,2
453,heartfelt hummingbird,gender,p2296,1
454,heartfelt hummingbird,gender,p2298,1
455,heartfelt hummingbird,gender,p2304,1
456,heartfelt hummingbird,gender,p2310,2
457,heartfelt hummingbird,gender,p2322,2
458,heartfelt hummingbird,gender,p2326,2
459,heartfelt hummingbird,gender,p2330,2
460,heartfelt hummingbird,gender,p2331,1
461,heartfelt hummingbird,gender,p2333,1
462,heartfelt hummingbird,gender,p2347,2
463,heartfelt hummingbird,gender,p2350,2
464,heartfelt hummingbird,gender,p2351,1
465,heartfelt hummingbird,gender,p2353,2
466,heartfelt hummingbird,gender,p2355,2
467,heartfelt hummingbird,gender,p2363,2
468,heartfelt hummingbird,gender,p2378,2
469,heartfelt hummingbird,gender,p2380,1
470,heartfelt hummingbird,gender,p2387,2
471,heartfelt hummingbird,gender,p2398,1
472,heartfelt hummingbird,gender,p2400,1
473,heartfelt hummingbird,gender,p2403,2
474,heartfelt hummingbird,gender,p2408,2
475,heartfelt hummingbird,gender,p2418,2
476,heartfelt hummingbird,gender,p2426,1
477,heartfelt hummingbird,gender,p2428,2
478,heartfelt hummingbird,gender,p2434,2
479,heartfelt hummingbird,gender,p2446,1
480,heartfelt hummingbird,gender,p2452,1
481,heartfelt hummingbird,gender,p2454,2
482,heartfelt hummingbird,gender,p2462,1
483,heartfelt hummingbird,gender,p2467,1
484,heartfelt hummingbird,gender,p2482,2
485,heartfelt hummingbird,gender,p2489,1
486,heartfelt hummingbird,gender,p2490,2
487,heartfelt hummingbird,gender,p2494,2
488,heartfelt hummingbird,gender,p2502,1
489,heartfelt hummingbird,gender,p2503,2
490,heartfelt hummingbird,gender,p2522,1
491,heartfelt hummingbird,gender,p2524,1
492,heartfelt hummingbird,gender,p2533,2
493,heartfelt hummingbird,gender,p2566,2
494,heartfelt hummingbird,gender,p2571,1
495,heartfelt hummingbird,gender,p2573,1
496,heartfelt hummingbird,gender,p2582,1
497,heartfelt hummingbird,gender,p2591,1
498,heartfelt hummingbird,gender,p2592,2
499,heartfelt hummingbird,gender,p2595,2
500,heartfelt hummingbird,year_birth,p0016,1970
501,heartfelt hummingbird,year_birth,p0022,1991
502,heartfelt hummingbird,year_birth,p0023,1958
503,heartfelt hummingbird,year_birth,p0026,1965
504,heartfelt hummingbird,year_birth,p0034,1950
505,heartfelt hummingbird,year_birth,p0036,1994
506,heartfelt hummingbird,year_birth,p0037,1969
507,heartfelt hummingbird,year_birth,p0042,1960
508,heartfelt hummingbird,year_birth,p0057,1981
509,heartfelt hummingbird,year_birth,p0066,1966
510,heartfelt hummingbird,year_birth,p0069,1986
511,heartfelt hummingbird,year_birth,p0072,1987
512,heartfelt hummingbird,year_birth,p0073,1982
513,heartfelt hummingbird,year_birth,p0082,1973
514,heartfelt hummingbird,year_birth,p0091,1995
515,heartfelt hummingbird,year_birth,p0092,1980
516,heartfelt hummingbird,year_birth,p0093,1947
517,heartfelt hummingbird,year_birth,p0095,1946
518,heartfelt hummingbird,year_birth,p0107,1964
519,heartfelt hummingbird,year_birth,p0114,1987
520,heartfelt hummingbird,year_birth,p0116,1986
521,heartfelt hummingbird,year_birth,p0118,1998
522,heartfelt hummingbird,year_birth,p0119,1989
523,heartfelt hummingbird,year_birth,p0126,1961
524,heartfelt hummingbird,year_birth,p0129,1951
525,heartfelt hummingbird,year_birth,p0136,1986
526,heartfelt hummingbird,year_birth,p0138,1947
527,heartfelt hummingbird,year_birth,p0144,1989
528,heartfelt hummingbird,year_birth,p0150,1975
529,heartfelt hummingbird,year_birth,p0152,1973
530,heartfelt hummingbird,year_birth,p0158,1948
531,heartfelt hummingbird,year_birth,p0161,1984
532,heartfelt hummingbird,year_birth,p0164,1955
533,heartfelt hummingbird,year_birth,p0175,1954
534,heartfelt hummingbird,year_birth,p0177,1972
535,heartfelt hummingbird,year_birth,p0178,1991
536,heartfelt hummingbird,year_birth,p0181,1970
537,heartfelt hummingbird,year_birth,p0186,1968
538,heartfelt hummingbird,year_birth,p0196,1993
539,heartfelt hummingbird,year_birth,p0198,1949
540,heartfelt hummingbird,year_birth,p0202,1950
541,heartfelt hummingbird,year_birth,p0205,1944
542,heartfelt hummingbird,year_birth,p0207,1932
543,heartfelt hummingbird,year_birth,p0211,1947
544,heartfelt hummingbird,year_birth,p0227,1978
545,heartfelt hummingbird,year_birth,p0229,1957
546,heartfelt hummingbird,year_birth,p0232,1939
547,heartfelt hummingbird,year_birth,p0233,1951
548,heartfelt hummingbird,year_birth,p0237,1984
549,heartfelt hummingbird,year_birth,p0258,1936
550,heartfelt hummingbird,year_birth,p0268,1927
551,heartfelt hummingbird,year_birth,p0274,1981
552,heartfelt hummingbird,year_birth,p0275,1970
553,heartfelt hummingbird,year_birth,p0277,1975
554,heartfelt hummingbird,year_birth,p0288,1970
555,heartfelt hummingbird,year_birth,p0291,1936
556,heartfelt hummingbird,year_birth,p0307,1996
557,heartfelt hummingbird,year_birth,p0308,1998
558,heartfelt hummingbird,year_birth,p0317,1960
559,heartfelt hummingbird,year_birth,p0325,1989
560,heartfelt hummingbird,year_birth,p0327,1958
561,heartfelt hummingbird,year_birth,p0334,1956
562,heartfelt hummingbird,year_birth,p0336,1987
563,heartfelt hummingbird,year_birth,p0338,1977
564,heartfelt hummingbird,year_birth,p0342,1981
565,heartfelt hummingbird,year_birth,p0349,1975
566,heartfelt hummingbird,year_birth,p0356,1991
567,heartfelt hummingbird,year_birth,p0358,1956
568,heartfelt hummingbird,year_birth,p0363,1956
569,heartfelt hummingbird,year_birth,p0364,1981
570,heartfelt hummingbird,year_birth,p0369,1989
571,heartfelt hummingbird,year_birth,p0370,1983
572,heartfelt hummingbird,year_birth,p0371,1959
573,heartfelt hummingbird,year_birth,p0379,1962
574,heartfelt hummingbird,year_birth,p0386,1986
575,heartfelt hummingbird,year_birth,p0396,1987
576,heartfelt hummingbird,year_birth,p0403,1988
577,heartfelt hummingbird,year_birth,p0405,1990
578,heartfelt hummingbird,year_birth,p0412,1963
579,heartfelt hummingbird,year_birth,p0415,1992
580,heartfelt hummingbird,year_birth,p0416,1982
581,heartfelt hummingbird,year_birth,p0417,1983
582,heartfelt hummingbird,year_birth,p0418,1952
583,heartfelt hummingbird,year_birth,p0430,1944
584,heartfelt hummingbird,year_birth,p0431,1998
585,heartfelt hummingbird,year_birth,p0434,1964
586,heartfelt hummingbird,year_birth,p0438,1977
587,heartfelt hummingbird,year_birth,p0441,1988
588,heartfelt hummingbird,year_birth,p0442,1994
589,heartfelt hummingbird,year_birth,p0449,1957
590,heartfelt hummingbird,year_birth,p0450,1951
591,heartfelt hummingbird,year_birth,p0465,1965
592,heartfelt hummingbird,year_birth,p0471,1987
593,heartfelt hummingbird,year_birth,p0477,1970
594,heartfelt hummingbird,year_birth,p0483,1993
595,heartfelt hummingbird,year_birth,p0486,1990
596,heartfelt hummingbird,year_birth,p0487,1983
597,heartfelt hummingbird,year_birth,p0489,1959
598,heartfelt hummingbird,year_birth,p0497,1946
599,heartfelt hummingbird,year_birth,p0502,1953
600,heartfelt hummingbird,year_birth,p0503,1991
601,heartfelt hummingbird,year_birth,p0506,1987
602,heartfelt hummingbird,year_birth,p0511,1989
603,heartfelt hummingbird,year_birth,p0523,1993
604,heartfelt hummingbird,year_birth,p0534,1954
605,heartfelt hummingbird,year_birth,p0536,1982
606,heartfelt hummingbird,year_birth,p0542,1948
607,heartfelt hummingbird,year_birth,p0547,1954
608,heartfelt hummingbird,year_birth,p0553,1966
609,heartfelt hummingbird,year_birth,p0559,1991
610,heartfelt hummingbird,year_birth,p0566,1984
611,heartfelt hummingbird,year_birth,p0568,1972
612,heartfelt hummingbird,year_birth,p0570,1977
613,heartfelt hummingbird,year_birth,p0573,1987
614,heartfelt hummingbird,year_birth,p0578,1967
615,heartfelt hummingbird,year_birth,p0594,1984
616,heartfelt hummingbird,year_birth,p0597,1958
617,heartfelt hummingbird,year_birth,p0601,1996
