,condition,outcome,persona,response
55,periwinkle partridge,trust_competent_1,p0291,75
56,periwinkle partridge,trust_competent_1,p0307,68
57,periwinkle partridge,trust_competent_1,p0308,75
58,periwinkle partridge,trust_competent_1,p0317,68
59,periwinkle partridge,trust_competent_1,p0325,78
60,periwinkle partridge,trust_competent_1,p0327,75
61,periwinkle partridge,trust_competent_1,p0334,78
62,periwinkle partridge,trust_competent_1,p0336,78
63,periwinkle partridge,trust_competent_1,p0338,45
64,periwinkle partridge,trust_competent_1,p0342,75
65,periwinkle partridge,trust_competent_1,p0349,65
66,periwinkle partridge,trust_competent_1,p0356,75
67,periwinkle partridge,trust_competent_1,p0358,75
68,periwinkle partridge,trust_competent_1,p0363,78
69,periwinkle partridge,trust_competent_1,p0364,78
70,periwinkle partridge,trust_competent_1,p0369,78
71,periwinkle partridge,trust_competent_1,p0370,65
72,periwinkle partridge,trust_competent_1,p0371,72
73,periwinkle partridge,trust_competent_1,p0379,68
74,periwinkle partridge,trust_competent_1,p0386,78
75,periwinkle partridge,trust_competent_1,p0396,78
76,periwinkle partridge,trust_competent_1,p0403,68
77,periwinkle partridge,trust_competent_1,p0405,75
78,periwinkle partridge,trust_competent_1,p0412,78
79,periwinkle partridge,trust_competent_1,p0415,45
80,periwinkle partridge,trust_competent_1,p0416,75
81,periwinkle partridge,trust_competent_1,p0417,78
82,periwinkle partridge,trust_competent_1,p0418,68
83,periwinkle partridge,trust_competent_1,p0430,75
84,periwinkle partridge,trust_competent_1,p0431,78
85,periwinkle partridge,trust_competent_1,p0434,35
86,periwinkle partridge,trust_competent_1,p0438,75
87,periwinkle partridge,trust_competent_1,p0441,78
88,periwinkle partridge,trust_competent_1,p0442,45
89,periwinkle partridge,trust_competent_1,p0449,65
90,periwinkle partridge,trust_competent_1,p0450,75
91,periwinkle partridge,trust_competent_1,p0465,68
92,periwinkle partridge,trust_competent_1,p0471,78
93,periwinkle partridge,trust_competent_1,p0477,75
94,periwinkle partridge,trust_competent_1,p0483,72
95,periwinkle partridge,trust_competent_1,p0486,78
96,periwinkle partridge,trust_competent_1,p0487,75
97,periwinkle partridge,trust_competent_1,p0489,75
98,periwinkle partridge,trust_competent_1,p0497,65
99,periwinkle partridge,trust_competent_1,p0502,68
100,periwinkle partridge,trust_competent_1,p0503,78
101,periwinkle partridge,trust_competent_1,p0506,68
102,periwinkle partridge,trust_competent_1,p0511,75
103,periwinkle partridge,trust_competent_1,p0523,72
104,periwinkle partridge,trust_competent_1,p0534,78
105,periwinkle partridge,trust_competent_1,p0536,68
106,periwinkle partridge,trust_competent_1,p0542,65
107,periwinkle partridge,trust_competent_1,p0547,78
108,periwinkle partridge,trust_competent_1,p0553,78
109,periwinkle partridge,trust_competent_1,p0559,78
110,periwinkle partridge,trust_competent_1,p0566,75
111,periwinkle partridge,trust_competent_1,p0568,72
112,periwinkle partridge,trust_competent_1,p0570,45
113,periwinkle partridge,trust_competent_1,p0573,68
114,periwinkle partridge,trust_competent_1,p0578,65
115,periwinkle partridge,trust_competent_1,p0594,65
116,periwinkle partridge,trust_competent_1,p0597,75
117,periwinkle partridge,trust_competent_1,p0601,75
118,periwinkle partridge,trust_competent_1,p0602,65
119,periwinkle partridge,trust_competent_1,p0605,68
120,periwinkle partridge,trust_competent_1,p0615,68
121,periwinkle partridge,trust_competent_1,p0620,78
122,periwinkle partridge,trust_competent_1,p0626,72
123,periwinkle partridge,trust_competent_1,p0629,78
124,periwinkle partridge,trust_competent_1,p0633,68
125,periwinkle partridge,trust_competent_1,p0638,75
126,periwinkle partridge,trust_competent_1,p0639,75
127,periwinkle partridge,trust_competent_1,p0640,65
128,periwinkle partridge,trust_competent_1,p0655,75
129,periwinkle partridge,trust_competent_1,p0656,68
130,periwinkle partridge,trust_competent_1,p0658,68
131,periwinkle partridge,trust_competent_1,p0661,65
132,periwinkle partridge,trust_competent_1,p0669,78
133,periwinkle partridge,trust_competent_1,p0670,65
134,periwinkle partridge,trust_competent_1,p0672,72
135,periwinkle partridge,trust_competent_1,p0674,78
136,periwinkle partridge,trust_competent_1,p0678,75
137,periwinkle partridge,trust_competent_1,p0683,75
138,periwinkle partridge,trust_competent_1,p0686,65
139,periwinkle partridge,trust_competent_1,p0687,78
140,periwinkle partridge,trust_competent_1,p0698,72
141,periwinkle partridge,trust_competent_1,p0700,72
142,periwinkle partridge,trust_competent_1,p0703,75
143,periwinkle partridge,trust_competent_1,p0718,68
144,periwinkle partridge,trust_competent_1,p0744,78
145,periwinkle partridge,trust_competent_1,p0745,75
146,periwinkle partridge,trust_competent_1,p0753,55
147,periwinkle partridge,trust_competent_1,p0770,78
148,periwinkle partridge,trust_competent_1,p0771,78
149,periwinkle partridge,trust_competent_1,p0777,78
150,periwinkle partridge,trust_competent_1,p0779,78
151,periwinkle partridge,trust_competent_1,p0780,62
152,periwinkle partridge,trust_competent_1,p0783,65
153,periwinkle partridge,trust_competent_1,p0785,72
154,periwinkle partridge,trust_competent_1,p0786,65
155,periwinkle partridge,trust_competent_1,p0794,35
156,periwinkle partridge,trust_competent_1,p0798,45
157,periwinkle partridge,trust_competent_1,p0800,78
158,periwinkle partridge,trust_competent_1,p0820,62
159,periwinkle partridge,trust_competent_1,p0841,75
160,periwinkle partridge,trust_competent_1,p0849,78
161,periwinkle partridge,trust_competent_1,p0862,75
162,periwinkle partridge,trust_competent_1,p0867,78
163,periwinkle partridge,trust_competent_1,p0869,78
164,periwinkle partridge,trust_competent_1,p0872,78
165,periwinkle partridge,trust_competent_1,p0880,78
166,periwinkle partridge,trust_competent_1,p0891,68
167,periwinkle partridge,trust_competent_1,p0916,78
168,periwinkle partridge,trust_competent_1,p0917,78
169,periwinkle partridge,trust_competent_1,p0919,78
170,periwinkle partridge,trust_competent_1,p0922,72
171,periwinkle partridge,trust_competent_1,p0925,75
172,periwinkle partridge,trust_competent_1,p0927,78
173,periwinkle partridge,trust_competent_1,p0929,72
174,periwinkle partridge,trust_competent_1,p0930,75
175,periwinkle partridge,trust_competent_1,p0931,65
176,periwinkle partridge,trust_competent_1,p0933,72
177,periwinkle partridge,trust_competent_1,p0934,62
178,periwinkle partridge,trust_competent_1,p0936,78
179,periwinkle partridge,trust_competent_1,p0938,78
180,periwinkle partridge,trust_competent_1,p0939,72
181,periwinkle partridge,trust_competent_1,p0946,65
182,periwinkle partridge,trust_competent_1,p0951,68
183,periwinkle partridge,trust_competent_1,p0956,78
184,periwinkle partridge,trust_competent_1,p0962,75
185,periwinkle partridge,trust_competent_1,p0963,78
186,periwinkle partridge,trust_competent_1,p0969,68
187,periwinkle partridge,trust_competent_1,p0972,68
188,periwinkle partridge,trust_competent_1,p0975,68
189,periwinkle partridge,trust_competent_1,p0985,65
190,periwinkle partridge,trust_competent_1,p0993,78
191,periwinkle partridge,trust_competent_1,p0996,65
192,periwinkle partridge,trust_competent_1,p1011,65
193,periwinkle partridge,trust_competent_1,p1017,65
194,periwinkle partridge,trust_competent_1,p1020,75
195,periwinkle partridge,trust_competent_1,p1022,78
196,periwinkle partridge,trust_competent_1,p1024,45
197,periwinkle partridge,trust_competent_1,p1027,78
198,periwinkle partridge,trust_competent_1,p1028,78
199,periwinkle partridge,trust_competent_1,p1029,55
200,periwinkle partridge,trust_competent_1,p1032,75
201,periwinkle partridge,trust_competent_1,p1040,75
202,periwinkle partridge,trust_competent_1,p1047,68
203,periwinkle partridge,trust_competent_1,p1048,65
204,periwinkle partridge,trust_competent_1,p1053,68
205,periwinkle partridge,trust_competent_1,p1057,68
206,periwinkle partridge,trust_competent_1,p1058,68
207,periwinkle partridge,trust_competent_1,p1063,65
208,periwinkle partridge,trust_competent_1,p1064,78
209,periwinkle partridge,trust_competent_1,p1065,68
210,periwinkle partridge,trust_competent_1,p1069,65
211,periwinkle partridge,trust_competent_1,p1072,78
212,periwinkle partridge,trust_competent_1,p1073,72
213,periwinkle partridge,trust_competent_1,p1075,78
214,periwinkle partridge,trust_competent_1,p1076,65
215,periwinkle partridge,trust_competent_1,p1083,65
216,periwinkle partridge,trust_competent_1,p1089,75
217,periwinkle partridge,trust_competent_1,p1093,78
218,periwinkle partridge,trust_competent_1,p1096,75
219,periwinkle partridge,trust_competent_1,p1100,75
220,periwinkle partridge,trust_competent_1,p1106,75
221,periwinkle partridge,trust_competent_1,p1107,72
222,periwinkle partridge,trust_competent_1,p1113,75
223,periwinkle partridge,trust_competent_1,p1117,65
224,periwinkle partridge,trust_competent_1,p1120,68
225,periwinkle partridge,trust_competent_1,p1134,75
226,periwinkle partridge,trust_competent_1,p1136,62
227,periwinkle partridge,trust_competent_1,p1138,75
228,periwinkle partridge,trust_competent_1,p1144,65
229,periwinkle partridge,trust_competent_1,p1145,78
230,periwinkle partridge,trust_competent_1,p1147,78
231,periwinkle partridge,trust_competent_1,p1148,78
232,periwinkle partridge,trust_competent_1,p1154,78
233,periwinkle partridge,trust_competent_1,p1159,75
234,periwinkle partridge,trust_competent_1,p1167,75
235,periwinkle partridge,trust_competent_1,p1175,78
236,periwinkle partridge,trust_competent_1,p1178,75
237,periwinkle partridge,trust_competent_1,p1184,72
238,periwinkle partridge,trust_competent_1,p1186,78
239,periwinkle partridge,trust_competent_1,p1196,68
240,periwinkle partridge,trust_competent_1,p1197,65
241,periwinkle partridge,trust_competent_1,p1203,75
242,periwinkle partridge,trust_competent_1,p1219,65
243,periwinkle partridge,trust_competent_1,p1225,65
244,periwinkle partridge,trust_competent_1,p1234,78
245,periwinkle partridge,trust_competent_1,p1242,65
246,periwinkle partridge,trust_competent_1,p1244,78
247,periwinkle partridge,trust_competent_1,p1249,68
248,periwinkle partridge,trust_competent_1,p1250,72
249,periwinkle partridge,trust_competent_1,p1256,72
250,periwinkle partridge,trust_competent_1,p1258,78
251,periwinkle partridge,trust_competent_1,p1260,65
252,periwinkle partridge,trust_competent_1,p1262,65
253,periwinkle partridge,trust_competent_1,p1264,72
254,periwinkle partridge,trust_competent_1,p1265,78
255,periwinkle partridge,trust_competent_1,p1269,75
256,periwinkle partridge,trust_competent_1,p1272,72
257,periwinkle partridge,trust_competent_1,p1278,75
258,periwinkle partridge,trust_competent_1,p1281,72
259,periwinkle partridge,trust_competent_1,p1292,68
260,periwinkle partridge,trust_competent_1,p1299,68
261,periwinkle partridge,trust_competent_1,p1312,68
262,periwinkle partridge,trust_competent_1,p1322,78
263,periwinkle partridge,trust_competent_1,p1326,78
264,periwinkle partridge,trust_competent_1,p1330,75
265,periwinkle partridge,trust_competent_1,p1335,72
266,periwinkle partridge,trust_competent_1,p1337,75
267,periwinkle partridge,trust_competent_1,p1340,78
268,periwinkle partridge,trust_competent_1,p1345,75
269,periwinkle partridge,trust_competent_1,p1351,65
270,periwinkle partridge,trust_competent_1,p1355,65
271,periwinkle partridge,trust_competent_1,p1362,68
272,periwinkle partridge,trust_competent_1,p1365,68
273,periwinkle partridge,trust_competent_1,p1366,65
274,periwinkle partridge,trust_competent_1,p1367,68
275,periwinkle partridge,trust_competent_1,p1370,75
276,periwinkle partridge,trust_competent_1,p1371,82
277,periwinkle partridge,trust_competent_1,p1373,68
278,periwinkle partridge,trust_competent_1,p1375,68
279,periwinkle partridge,trust_competent_1,p1376,68
280,periwinkle partridge,trust_competent_1,p1379,65
281,periwinkle partridge,trust_competent_1,p1381,65
282,periwinkle partridge,trust_competent_1,p1393,78
283,periwinkle partridge,trust_competent_1,p1396,78
284,periwinkle partridge,trust_competent_1,p1398,75
285,periwinkle partridge,trust_competent_1,p1404,75
286,periwinkle partridge,trust_competent_1,p1406,72
287,periwinkle partridge,trust_competent_1,p1407,68
288,periwinkle partridge,trust_competent_1,p1409,72
289,periwinkle partridge,trust_competent_1,p1412,78
290,periwinkle partridge,trust_competent_1,p1414,78
291,periwinkle partridge,trust_competent_1,p1424,75
292,periwinkle partridge,trust_competent_1,p1425,68
293,periwinkle partridge,trust_competent_1,p1429,68
294,periwinkle partridge,trust_competent_1,p1434,75
295,periwinkle partridge,trust_competent_1,p1441,65
296,periwinkle partridge,trust_competent_1,p1445,65
297,periwinkle partridge,trust_competent_1,p1450,75
298,periwinkle partridge,trust_competent_1,p1454,78
299,periwinkle partridge,trust_competent_1,p1456,65
300,periwinkle partridge,trust_competent_1,p1457,65
301,periwinkle partridge,trust_competent_1,p1458,75
302,periwinkle partridge,trust_competent_1,p1469,72
303,periwinkle partridge,trust_competent_1,p1470,65
304,periwinkle partridge,trust_competent_1,p1481,75
305,periwinkle partridge,trust_competent_1,p1488,75
306,periwinkle partridge,trust_competent_1,p1492,55
307,periwinkle partridge,trust_competent_1,p1495,72
308,periwinkle partridge,trust_competent_1,p1497,72
309,periwinkle partridge,trust_competent_1,p1499,68
310,periwinkle partridge,trust_competent_1,p1503,75
311,periwinkle partridge,trust_competent_1,p1511,75
312,periwinkle partridge,trust_competent_1,p1512,68
313,periwinkle partridge,trust_competent_1,p1518,78
314,periwinkle partridge,trust_competent_1,p1519,65
315,periwinkle partridge,trust_competent_1,p1520,65
316,periwinkle partridge,trust_competent_1,p1524,78
317,periwinkle partridge,trust_competent_1,p1526,68
318,periwinkle partridge,trust_competent_1,p1537,75
319,periwinkle partridge,trust_competent_1,p1545,78
320,periwinkle partridge,trust_competent_1,p1547,78
321,periwinkle partridge,trust_competent_1,p1552,75
322,periwinkle partridge,trust_competent_1,p1567,75
323,periwinkle partridge,trust_competent_1,p1568,75
324,periwinkle partridge,trust_competent_1,p1579,35
325,periwinkle partridge,trust_competent_1,p1587,45
326,periwinkle partridge,trust_competent_1,p1596,65
327,periwinkle partridge,trust_competent_1,p1600,78
328,periwinkle partridge,trust_competent_1,p1603,75
329,periwinkle partridge,trust_competent_1,p1604,75
330,periwinkle partridge,trust_competent_1,p1610,72
331,periwinkle partridge,trust_competent_1,p1618,65
332,periwinkle partridge,trust_competent_1,p1619,78
333,periwinkle partridge,trust_competent_1,p1622,75
334,periwinkle partridge,trust_competent_1,p1623,45
335,periwinkle partridge,trust_competent_1,p1630,65
336,periwinkle partridge,trust_competent_1,p1641,75
337,periwinkle partridge,trust_competent_1,p1649,65
338,periwinkle partridge,trust_competent_1,p1652,65
339,periwinkle partridge,trust_competent_1,p1665,65
340,periwinkle partridge,trust_competent_1,p1669,65
341,periwinkle partridge,trust_competent_1,p1685,75
342,periwinkle partridge,trust_competent_1,p1693,75
343,periwinkle partridge,trust_competent_1,p1698,78
344,periwinkle partridge,trust_competent_1,p1704,75
345,periwinkle partridge,trust_competent_1,p1711,78
346,periwinkle partridge,trust_competent_1,p1718,45
347,periwinkle partridge,trust_competent_1,p1732,65
348,periwinkle partridge,trust_competent_1,p1739,75
349,periwinkle partridge,trust_competent_1,p1741,78
350,periwinkle partridge,trust_competent_1,p1746,68
351,periwinkle partridge,trust_competent_1,p1751,65
352,periwinkle partridge,trust_competent_1,p1754,75
353,periwinkle partridge,trust_competent_1,p1769,75
354,periwinkle partridge,trust_competent_1,p1771,72
355,periwinkle partridge,trust_competent_1,p1776,68
356,periwinkle partridge,trust_competent_1,p1780,78
357,periwinkle partridge,trust_competent_1,p1785,65
358,periwinkle partridge,trust_competent_1,p1791,78
359,periwinkle partridge,trust_competent_1,p1793,68
360,periwinkle partridge,trust_competent_1,p1796,72
361,periwinkle partridge,trust_competent_1,p1805,75
362,periwinkle partridge,trust_competent_1,p1812,78
363,periwinkle partridge,trust_competent_1,p1816,62
364,periwinkle partridge,trust_competent_1,p1819,78
365,periwinkle partridge,trust_competent_1,p1825,75
366,periwinkle partridge,trust_competent_1,p1836,78
367,periwinkle partridge,trust_competent_1,p1839,75
368,periwinkle partridge,trust_competent_1,p1861,65
369,periwinkle partridge,trust_competent_1,p1863,78
370,periwinkle partridge,trust_competent_1,p1873,72
371,periwinkle partridge,trust_competent_1,p1875,72
372,periwinkle partridge,trust_competent_1,p1876,78
373,periwinkle partridge,trust_competent_1,p1877,75
374,periwinkle partridge,trust_competent_1,p1880,65
375,periwinkle partridge,trust_competent_1,p1883,68
376,periwinkle partridge,trust_competent_1,p1889,62
377,periwinkle partridge,trust_competent_1,p1893,75
378,periwinkle partridge,trust_competent_1,p1896,78
379,periwinkle partridge,trust_competent_1,p1913,68
380,periwinkle partridge,trust_competent_1,p1922,78
381,periwinkle partridge,trust_competent_1,p1930,78
382,periwinkle partridge,trust_competent_1,p1935,75
383,periwinkle partridge,trust_competent_1,p1940,78
384,periwinkle partridge,trust_competent_1,p1948,68
385,periwinkle partridge,trust_competent_1,p1950,75
386,periwinkle partridge,trust_competent_1,p1954,65
387,periwinkle partridge,trust_competent_1,p1956,45
388,periwinkle partridge,trust_competent_1,p1958,68
389,periwinkle partridge,trust_competent_1,p1967,75
390,periwinkle partridge,trust_competent_1,p1973,78
391,periwinkle partridge,trust_competent_1,p1978,75
392,periwinkle partridge,trust_competent_1,p1983,55
393,periwinkle partridge,trust_competent_1,p1984,62
394,periwinkle partridge,trust_competent_1,p1995,68
395,periwinkle partridge,trust_competent_1,p1996,65
396,periwinkle partridge,trust_competent_1,p1997,72
397,periwinkle partridge,trust_competent_1,p2001,78
398,periwinkle partridge,trust_competent_1,p2002,65
399,periwinkle partridge,trust_competent_1,p2013,75
400,periwinkle partridge,trust_competent_1,p2014,65
401,periwinkle partridge,trust_competent_1,p2016,75
402,periwinkle partridge,trust_competent_1,p2018,65
403,periwinkle partridge,trust_competent_1,p2023,78
404,periwinkle partridge,trust_competent_1,p2025,75
405,periwinkle partridge,trust_competent_1,p2028,65
406,periwinkle partridge,trust_competent_1,p2030,78
407,periwinkle partridge,trust_competent_1,p2033,75
408,periwinkle partridge,trust_competent_1,p2040,45
409,periwinkle partridge,trust_competent_1,p2051,68
410,periwinkle partridge,trust_competent_1,p2052,68
411,periwinkle partridge,trust_competent_1,p2066,65
412,periwinkle partridge,trust_competent_1,p2067,78
413,periwinkle partridge,trust_competent_1,p2073,75
414,periwinkle partridge,trust_competent_1,p2077,68
415,periwinkle partridge,trust_competent_1,p2078,68
416,periwinkle partridge,trust_competent_1,p2086,78
417,periwinkle partridge,trust_competent_1,p2089,78
418,periwinkle partridge,trust_competent_1,p2093,45
419,periwinkle partridge,trust_competent_1,p2094,75
420,periwinkle partridge,trust_competent_1,p2111,72
421,periwinkle partridge,trust_competent_1,p2117,78
422,periwinkle partridge,trust_competent_1,p2121,72
423,periwinkle partridge,trust_competent_1,p2127,75
424,periwinkle partridge,trust_competent_1,p2141,75
425,periwinkle partridge,trust_competent_1,p2142,45
426,periwinkle partridge,trust_competent_1,p2143,78
427,periwinkle partridge,trust_competent_1,p2153,68
428,periwinkle partridge,trust_competent_1,p2155,65
429,periwinkle partridge,trust_competent_1,p2169,65
430,periwinkle partridge,trust_competent_1,p2187,75
431,periwinkle partridge,trust_competent_1,p2188,78
432,periwinkle partridge,trust_competent_1,p2197,68
433,periwinkle partridge,trust_competent_1,p2213,68
434,periwinkle partridge,trust_competent_1,p2214,78
435,periwinkle partridge,trust_competent_1,p2215,75
436,periwinkle partridge,trust_competent_1,p2220,68
437,periwinkle partridge,trust_competent_1,p2223,68
438,periwinkle partridge,trust_competent_1,p2229,68
439,periwinkle partridge,trust_competent_1,p2234,78
440,periwinkle partridge,trust_competent_1,p2237,78
441,periwinkle partridge,trust_competent_1,p2238,68
442,periwinkle partridge,trust_competent_1,p2244,75
443,periwinkle partridge,trust_competent_1,p2248,72
444,periwinkle partridge,trust_competent_1,p2252,78
445,periwinkle partridge,trust_competent_1,p2255,35
446,periwinkle partridge,trust_competent_1,p2261,45
447,periwinkle partridge,trust_competent_1,p2263,75
448,periwinkle partridge,trust_competent_1,p2273,68
449,periwinkle partridge,trust_competent_1,p2275,78
450,periwinkle partridge,trust_competent_1,p2276,68
451,periwinkle partridge,trust_competent_1,p2283,65
452,periwinkle partridge,trust_competent_1,p2287,75
453,periwinkle partridge,trust_competent_1,p2296,62
454,periwinkle partridge,trust_competent_1,p2298,68
455,periwinkle partridge,trust_competent_1,p2304,78
456,periwinkle partridge,trust_competent_1,p2310,65
457,periwinkle partridge,trust_competent_1,p2322,55
458,periwinkle partridge,trust_competent_1,p2326,75
459,periwinkle partridge,trust_competent_1,p2330,65
460,periwinkle partridge,trust_competent_1,p2331,78
461,periwinkle partridge,trust_competent_1,p2333,68
462,periwinkle partridge,trust_competent_1,p2347,78
463,periwinkle partridge,trust_competent_1,p2350,68
464,periwinkle partridge,trust_competent_1,p2351,68
465,periwinkle partridge,trust_competent_1,p2353,75
466,periwinkle partridge,trust_competent_1,p2355,65
467,periwinkle partridge,trust_competent_1,p2363,65
468,periwinkle partridge,trust_competent_1,p2378,78
469,periwinkle partridge,trust_competent_1,p2380,78
470,periwinkle partridge,trust_competent_1,p2387,72
471,periwinkle partridge,trust_competent_1,p2398,75
472,periwinkle partridge,trust_competent_1,p2400,78
473,periwinkle partridge,trust_competent_1,p2403,75
474,periwinkle partridge,trust_competent_1,p2408,45
475,periwinkle partridge,trust_competent_1,p2418,78
476,periwinkle partridge,trust_competent_1,p2426,75
477,periwinkle partridge,trust_competent_1,p2428,65
478,periwinkle partridge,trust_competent_1,p2434,78
479,periwinkle partridge,trust_competent_1,p2446,55
480,periwinkle partridge,trust_competent_1,p2452,65
481,periwinkle partridge,trust_competent_1,p2454,68
482,periwinkle partridge,trust_competent_1,p2462,72
483,periwinkle partridge,trust_competent_1,p2467,35
484,periwinkle partridge,trust_competent_1,p2482,68
485,periwinkle partridge,trust_competent_1,p2489,65
486,periwinkle partridge,trust_competent_1,p2490,68
487,periwinkle partridge,trust_competent_1,p2494,62
488,periwinkle partridge,trust_competent_1,p2502,78
489,periwinkle partridge,trust_competent_1,p2503,72
490,periwinkle partridge,trust_competent_1,p2522,78
491,periwinkle partridge,trust_competent_1,p2524,78
492,periwinkle partridge,trust_competent_1,p2533,45
493,periwinkle partridge,trust_competent_1,p2566,75
494,periwinkle partridge,trust_competent_1,p2571,78
495,periwinkle partridge,trust_competent_1,p2573,65
496,periwinkle partridge,trust_competent_1,p2582,75
497,periwinkle partridge,trust_competent_1,p2591,65
498,periwinkle partridge,trust_competent_1,p2592,68
499,periwinkle partridge,trust_competent_1,p2595,45
500,periwinkle partridge,trust_intelligent_1,p0016,78
501,periwinkle partridge,trust_intelligent_1,p0022,75
502,periwinkle partridge,trust_intelligent_1,p0023,82
503,periwinkle partridge,trust_intelligent_1,p0026,75
504,periwinkle partridge,trust_intelligent_1,p0034,68
505,periwinkle partridge,trust_intelligent_1,p0036,72
506,periwinkle partridge,trust_intelligent_1,p0037,75
507,periwinkle partridge,trust_intelligent_1,p0042,78
508,periwinkle partridge,trust_intelligent_1,p0057,68
509,periwinkle partridge,trust_intelligent_1,p0066,78
510,periwinkle partridge,trust_intelligent_1,p0069,68
511,periwinkle partridge,trust_intelligent_1,p0072,85
512,periwinkle partridge,trust_intelligent_1,p0073,78
513,periwinkle partridge,trust_intelligent_1,p0082,78
514,periwinkle partridge,trust_intelligent_1,p0091,88
515,periwinkle partridge,trust_intelligent_1,p0092,68
516,periwinkle partridge,trust_intelligent_1,p0093,78
517,periwinkle partridge,trust_intelligent_1,p0095,78
518,periwinkle partridge,trust_intelligent_1,p0107,68
519,periwinkle partridge,trust_intelligent_1,p0114,82
520,periwinkle partridge,trust_intelligent_1,p0116,68
521,periwinkle partridge,trust_intelligent_1,p0118,68
522,periwinkle partridge,trust_intelligent_1,p0119,78
523,periwinkle partridge,trust_intelligent_1,p0126,78
524,periwinkle partridge,trust_intelligent_1,p0129,88
525,periwinkle partridge,trust_intelligent_1,p0136,65
526,periwinkle partridge,trust_intelligent_1,p0138,68
527,periwinkle partridge,trust_intelligent_1,p0144,68
528,periwinkle partridge,trust_intelligent_1,p0150,68
529,periwinkle partridge,trust_intelligent_1,p0152,68
530,periwinkle partridge,trust_intelligent_1,p0158,68
531,periwinkle partridge,trust_intelligent_1,p0161,78
532,periwinkle partridge,trust_intelligent_1,p0164,68
533,periwinkle partridge,trust_intelligent_1,p0175,75
534,periwinkle partridge,trust_intelligent_1,p0177,78
535,periwinkle partridge,trust_intelligent_1,p0178,82
536,periwinkle partridge,trust_intelligent_1,p0181,65
537,periwinkle partridge,trust_intelligent_1,p0186,68
538,periwinkle partridge,trust_intelligent_1,p0196,78
539,periwinkle partridge,trust_intelligent_1,p0198,78
540,periwinkle partridge,trust_intelligent_1,p0202,75
541,periwinkle partridge,trust_intelligent_1,p0205,68
542,periwinkle partridge,trust_intelligent_1,p0207,65
543,periwinkle partridge,trust_intelligent_1,p0211,62
544,periwinkle partridge,trust_intelligent_1,p0227,88
545,periwinkle partridge,trust_intelligent_1,p0229,72
546,periwinkle partridge,trust_intelligent_1,p0232,78
547,periwinkle partridge,trust_intelligent_1,p0233,72
548,periwinkle partridge,trust_intelligent_1,p0237,82
549,periwinkle partridge,trust_intelligent_1,p0258,75
550,periwinkle partridge,trust_intelligent_1,p0268,65
551,periwinkle partridge,trust_intelligent_1,p0274,78
552,periwinkle partridge,trust_intelligent_1,p0275,45
553,periwinkle partridge,trust_intelligent_1,p0277,68
