,condition,outcome,persona,response
415,control dances,gender,p2078,2
416,control dances,gender,p2086,1
417,control dances,gender,p2089,1
418,control dances,gender,p2093,1
419,control dances,gender,p2094,2
420,control dances,gender,p2111,2
421,control dances,gender,p2117,2
422,control dances,gender,p2121,1
423,control dances,gender,p2127,1
424,control dances,gender,p2141,1
425,control dances,gender,p2142,2
426,control dances,gender,p2143,1
427,control dances,gender,p2153,2
428,control dances,gender,p2155,2
429,control dances,gender,p2169,1
430,control dances,gender,p2187,1
431,control dances,gender,p2188,1
432,control dances,gender,p2197,2
433,control dances,gender,p2213,2
434,control dances,gender,p2214,2
435,control dances,gender,p2215,2
436,control dances,gender,p2220,1
437,control dances,gender,p2223,2
438,control dances,gender,p2229,1
439,control dances,gender,p2234,2
440,control dances,gender,p2237,2
441,control dances,gender,p2238,1
442,control dances,gender,p2244,2
443,control dances,gender,p2248,2
444,control dances,gender,p2252,1
445,control dances,gender,p2255,1
446,control dances,gender,p2261,1
447,control dances,gender,p2263,2
448,control dances,gender,p2273,2
449,control dances,gender,p2275,2
450,control dances,gender,p2276,2
451,control dances,gender,p2283,2
452,control dances,gender,p2287,2
453,control dances,gender,p2296,1
454,control dances,gender,p2298,1
455,control dances,gender,p2304,1
456,control dances,gender,p2310,2
457,control dances,gender,p2322,2
458,control dances,gender,p2326,2
459,control dances,gender,p2330,2
460,control dances,gender,p2331,1
461,control dances,gender,p2333,1
462,control dances,gender,p2347,2
463,control dances,gender,p2350,2
464,control dances,gender,p2351,1
465,control dances,gender,p2353,2
466,control dances,gender,p2355,2
467,control dances,gender,p2363,2
468,control dances,gender,p2378,2
469,control dances,gender,p2380,1
470,control dances,gender,p2387,2
471,control dances,gender,p2398,1
472,control dances,gender,p2400,1
473,control dances,gender,p2403,2
474,control dances,gender,p2408,2
475,control dances,gender,p2418,2
476,control dances,gender,p2426,1
477,control dances,gender,p2428,2
478,control dances,gender,p2434,2
479,control dances,gender,p2446,1
480,control dances,gender,p2452,1
481,control dances,gender,p2454,2
482,control dances,gender,p2462,1
483,control dances,gender,p2467,1
484,control dances,gender,p2482,2
485,control dances,gender,p2489,1
486,control dances,gender,p2490,2
487,control dances,gender,p2494,2
488,control dances,gender,p2502,1
489,control dances,gender,p2503,2
490,control dances,gender,p2522,1
491,control dances,gender,p2524,1
492,control dances,gender,p2533,2
493,control dances,gender,p2566,2
494,control dances,gender,p2571,1
495,control dances,gender,p2573,1
496,control dances,gender,p2582,1
497,control dances,gender,p2591,1
498,control dances,gender,p2592,2
499,control dances,gender,p2595,2
500,control dances,year_birth,p0016,1970
501,control dances,year_birth,p0022,1991
502,control dances,year_birth,p0023,1958
503,control dances,year_birth,p0026,1965
504,control dances,year_birth,p0034,1950
505,control dances,year_birth,p0036,1994
506,control dances,year_birth,p0037,1969
507,control dances,year_birth,p0042,1960
508,control dances,year_birth,p0057,1981
509,control dances,year_birth,p0066,1966
510,control dances,year_birth,p0069,1986
511,control dances,year_birth,p0072,1987
512,control dances,year_birth,p0073,1982
513,control dances,year_birth,p0082,1973
514,control dances,year_birth,p0091,1995
515,control dances,year_birth,p0092,1980
516,control dances,year_birth,p0093,1947
517,control dances,year_birth,p0095,1946
518,control dances,year_birth,p0107,1964
519,control dances,year_birth,p0114,1987
520,control dances,year_birth,p0116,1986
521,control dances,year_birth,p0118,1998
522,control dances,year_birth,p0119,1989
523,control dances,year_birth,p0126,1961
524,control dances,year_birth,p0129,1951
525,control dances,year_birth,p0136,1986
526,control dances,year_birth,p0138,1947
527,control dances,year_birth,p0144,1989
528,control dances,year_birth,p0150,1975
529,control dances,year_birth,p0152,1973
530,control dances,year_birth,p0158,1948
531,control dances,year_birth,p0161,1984
532,control dances,year_birth,p0164,1955
533,control dances,year_birth,p0175,1954
534,control dances,year_birth,p0177,1972
535,control dances,year_birth,p0178,1991
536,control dances,year_birth,p0181,1970
537,control dances,year_birth,p0186,1968
538,control dances,year_birth,p0196,1993
539,control dances,year_birth,p0198,1949
540,control dances,year_birth,p0202,1950
541,control dances,year_birth,p0205,1944
542,control dances,year_birth,p0207,1932
543,control dances,year_birth,p0211,1947
544,control dances,year_birth,p0227,1978
545,control dances,year_birth,p0229,1957
546,control dances,year_birth,p0232,1939
547,control dances,year_birth,p0233,1951
548,control dances,year_birth,p0237,1984
549,control dances,year_birth,p0258,1936
550,control dances,year_birth,p0268,1927
551,control dances,year_birth,p0274,1981
552,control dances,year_birth,p0275,1970
553,control dances,year_birth,p0277,1975
554,control dances,year_birth,p0288,1970
555,control dances,year_birth,p0291,1936
556,control dances,year_birth,p0307,1996
557,control dances,year_birth,p0308,1998
558,control dances,year_birth,p0317,1960
559,control dances,year_birth,p0325,1989
560,control dances,year_birth,p0327,1958
561,control dances,year_birth,p0334,1956
562,control dances,year_birth,p0336,1987
563,control dances,year_birth,p0338,1977
564,control dances,year_birth,p0342,1981
565,control dances,year_birth,p0349,1975
566,control dances,year_birth,p0356,1991
567,control dances,year_birth,p0358,1956
568,control dances,year_birth,p0363,1956
569,control dances,year_birth,p0364,1981
570,control dances,year_birth,p0369,1989
571,control dances,year_birth,p0370,1983
572,control dances,year_birth,p0371,1959
573,control dances,year_birth,p0379,1962
574,control dances,year_birth,p0386,1986
575,control dances,year_birth,p0396,1987
576,control dances,year_birth,p0403,1988
577,control dances,year_birth,p0405,1990
578,control dances,year_birth,p0412,1963
579,control dances,year_birth,p0415,1992
580,control dances,year_birth,p0416,1982
581,control dances,year_birth,p0417,1983
582,control dances,year_birth,p0418,1952
583,control dances,year_birth,p0430,1944
584,control dances,year_birth,p0431,1998
585,control dances,year_birth,p0434,1964
586,control dances,year_birth,p0438,1977
587,control dances,year_birth,p0441,1988
588,control dances,year_birth,p0442,1994
589,control dances,year_birth,p0449,1957
590,control dances,year_birth,p0450,1951
591,control dances,year_birth,p0465,1965
592,control dances,year_birth,p0471,1987
593,control dances,year_birth,p0477,1970
594,control dances,year_birth,p0483,1993
595,control dances,year_birth,p0486,1990
596,control dances,year_birth,p0487,1983
597,control dances,year_birth,p0489,1959
598,control dances,year_birth,p0497,1946
599,control dances,year_birth,p0502,1953
600,control dances,year_birth,p0503,1991
601,control dances,year_birth,p0506,1987
602,control dances,year_birth,p0511,1989
603,control dances,year_birth,p0523,1993
604,control dances,year_birth,p0534,1954
605,control dances,year_birth,p0536,1982
606,control dances,year_birth,p0542,1948
607,control dances,year_birth,p0547,1954
608,control dances,year_birth,p0553,1966
609,control dances,year_birth,p0559,1991
610,control dances,year_birth,p0566,1984
611,control dances,year_birth,p0568,1972
612,control dances,year_birth,p0570,1977
613,control dances,year_birth,p0573,1987
614,control dances,year_birth,p0578,1967
615,control dances,year_birth,p0594,1984
616,control dances,year_birth,p0597,1958
617,control dances,year_birth,p0601,1996
618,control dances,year_birth,p0602,1952
619,control dances,year_birth,p0605,1987
620,control dances,year_birth,p0615,1966
621,control dances,year_birth,p0620,1994
622,control dances,year_birth,p0626,1980
623,control dances,year_birth,p0629,1995
624,control dances,year_birth,p0633,1996
625,control dances,year_birth,p0638,1989
626,control dances,year_birth,p0639,1976
627,control dances,year_birth,p0640,1951
628,control dances,year_birth,p0655,1998
629,control dances,year_birth,p0656,1991
630,control dances,year_birth,p0658,1968
631,control dances,year_birth,p0661,1988
632,control dances,year_birth,p0669,1960
633,control dances,year_birth,p0670,1980
634,control dances,year_birth,p0672,1973
635,control dances,year_birth,p0674,1985
636,control dances,year_birth,p0678,1978
637,control dances,year_birth,p0683,1949
638,control dances,year_birth,p0686,1977
639,control dances,year_birth,p0687,1953
640,control dances,year_birth,p0698,1963
641,control dances,year_birth,p0700,1981
642,control dances,year_birth,p0703,1970
643,control dances,year_birth,p0718,1984
644,control dances,year_birth,p0744,1987
645,control dances,year_birth,p0745,1987
646,control dances,year_birth,p0753,1992
647,control dances,year_birth,p0770,1985
648,control dances,year_birth,p0771,1964
649,control dances,year_birth,p0777,1982
650,control dances,year_birth,p0779,1964
651,control dances,year_birth,p0780,1970
652,control dances,year_birth,p0783,1947
653,control dances,year_birth,p0785,1994
654,control dances,year_birth,p0786,1970
655,control dances,year_birth,p0794,1952
656,control dances,year_birth,p0798,1947
657,control dances,year_birth,p0800,1967
658,control dances,year_birth,p0820,1982
659,control dances,year_birth,p0841,1985
660,control dances,year_birth,p0849,1970
661,control dances,year_birth,p0862,1989
662,control dances,year_birth,p0867,1969
663,control dances,year_birth,p0869,1955
664,control dances,year_birth,p0872,1972
665,control dances,year_birth,p0880,1993
666,control dances,year_birth,p0891,1984
667,control dances,year_birth,p0916,1989
668,control dances,year_birth,p0917,1987
669,control dances,year_birth,p0919,1991
670,control dances,year_birth,p0922,1957
671,control dances,year_birth,p0925,1966
672,control dances,year_birth,p0927,1990
673,control dances,year_birth,p0929,1991
674,control dances,year_birth,p0930,1984
675,control dances,year_birth,p0931,1958
676,control dances,year_birth,p0933,1986
677,control dances,year_birth,p0934,1978
678,control dances,year_birth,p0936,1976
679,control dances,year_birth,p0938,1982
680,control dances,year_birth,p0939,1984
681,control dances,year_birth,p0946,1980
682,control dances,year_birth,p0951,1963
683,control dances,year_birth,p0956,1988
684,control dances,year_birth,p0962,1942
685,control dances,year_birth,p0963,1990
686,control dances,year_birth,p0969,1960
687,control dances,year_birth,p0972,1956
688,control dances,year_birth,p0975,1952
689,control dances,year_birth,p0985,1994
690,control dances,year_birth,p0993,1983
691,control dances,year_birth,p0996,1956
692,control dances,year_birth,p1011,1961
693,control dances,year_birth,p1017,1992
694,control dances,year_birth,p1020,1953
695,control dances,year_birth,p1022,1995
696,control dances,year_birth,p1024,1972
697,control dances,year_birth,p1027,1996
698,control dances,year_birth,p1028,1985
699,control dances,year_birth,p1029,1986
700,control dances,year_birth,p1032,1972
701,control dances,year_birth,p1040,1990
702,control dances,year_birth,p1047,1997
703,control dances,year_birth,p1048,1985
704,control dances,year_birth,p1053,1987
705,control dances,year_birth,p1057,1986
706,control dances,year_birth,p1058,1988
707,control dances,year_birth,p1063,1960
708,control dances,year_birth,p1064,1955
709,control dances,year_birth,p1065,1955
710,control dances,year_birth,p1069,1981
711,control dances,year_birth,p1072,1986
712,control dances,year_birth,p1073,1980
713,control dances,year_birth,p1075,1965
714,control dances,year_birth,p1076,1997
715,control dances,year_birth,p1083,1950
716,control dances,year_birth,p1089,1992
717,control dances,year_birth,p1093,1995
718,control dances,year_birth,p1096,1988
719,control dances,year_birth,p1100,1972
720,control dances,year_birth,p1106,1988
721,control dances,year_birth,p1107,1955
722,control dances,year_birth,p1113,1984
723,control dances,year_birth,p1117,1940
724,control dances,year_birth,p1120,1956
725,control dances,year_birth,p1134,1951
726,control dances,year_birth,p1136,1967
727,control dances,year_birth,p1138,1969
728,control dances,year_birth,p1144,1962
729,control dances,year_birth,p1145,1952
730,control dances,year_birth,p1147,1989
731,control dances,year_birth,p1148,1982
732,control dances,year_birth,p1154,1985
733,control dances,year_birth,p1159,1957
734,control dances,year_birth,p1167,1965
735,control dances,year_birth,p1175,1989
736,control dances,year_birth,p1178,1989
737,control dances,year_birth,p1184,1979
738,control dances,year_birth,p1186,1970
739,control dances,year_birth,p1196,1996
740,control dances,year_birth,p1197,1974
741,control dances,year_birth,p1203,1954
742,control dances,year_birth,p1219,1994
743,control dances,year_birth,p1225,1952
744,control dances,year_birth,p1234,1996
745,control dances,year_birth,p1242,1954
746,control dances,year_birth,p1244,1976
747,control dances,year_birth,p1249,1972
748,control dances,year_birth,p1250,1960
749,control dances,year_birth,p1256,1979
750,control dances,year_birth,p1258,1986
751,control dances,year_birth,p1260,1982
752,control dances,year_birth,p1262,1972
753,control dances,year_birth,p1264,1997
754,control dances,year_birth,p1265,1987
755,control dances,year_birth,p1269,1983
756,control dances,year_birth,p1272,1998
757,control dances,year_birth,p1278,1988
758,control dances,year_birth,p1281,1989
759,control dances,year_birth,p1292,1990
760,control dances,year_birth,p1299,1964
761,control dances,year_birth,p1312,1984
762,control dances,year_birth,p1322,1986
763,control dances,year_birth,p1326,1985
764,control dances,year_birth,p1330,1962
765,control dances,year_birth,p1335,1991
766,control dances,year_birth,p1337,1965
767,control dances,year_birth,p1340,1983
768,control dances,year_birth,p1345,1960
769,control dances,year_birth,p1351,1932
770,control dances,year_birth,p1355,1991
771,control dances,year_birth,p1362,1941
772,control dances,year_birth,p1365,1961
773,control dances,year_birth,p1366,1958
774,control dances,year_birth,p1367,1984
775,control dances,year_birth,p1370,1936
776,control dances,year_birth,p1371,1969
777,control dances,year_birth,p1373,1991
778,control dances,year_birth,p1375,1980
779,control dances,year_birth,p1376,1986
780,control dances,year_birth,p1379,1977
781,control dances,year_birth,p1381,1952
782,control dances,year_birth,p1393,1974
783,control dances,year_birth,p1396,1970
784,control dances,year_birth,p1398,1978
785,control dances,year_birth,p1404,1960
786,control dances,year_birth,p1406,1961
787,control dances,year_birth,p1407,1987
788,control dances,year_birth,p1409,1954
789,control dances,year_birth,p1412,1966
790,control dances,year_birth,p1414,1981
791,control dances,year_birth,p1424,1968
792,control dances,year_birth,p1425,1968
793,control dances,year_birth,p1429,1971
794,control dances,year_birth,p1434,1976
795,control dances,year_birth,p1441,1975
796,control dances,year_birth,p1445,1956
797,control dances,year_birth,p1450,1993
798,control dances,year_birth,p1454,1967
799,control dances,year_birth,p1456,1978
800,control dances,year_birth,p1457,1987
801,control dances,year_birth,p1458,1966
802,control dances,year_birth,p1469,1979
803,control dances,year_birth,p1470,1961
804,control dances,year_birth,p1481,1958
805,control dances,year_birth,p1488,1973
806,control dances,year_birth,p1492,1976
807,control dances,year_birth,p1495,1943
808,control dances,year_birth,p1497,1965
809,control dances,year_birth,p1499,1993
810,control dances,year_birth,p1503,1963
811,control dances,year_birth,p1511,1960
812,control dances,year_birth,p1512,1989
813,control dances,year_birth,p1518,1992
814,control dances,year_birth,p1519,1995
815,control dances,year_birth,p1520,1988
816,control dances,year_birth,p1524,1968
817,control dances,year_birth,p1526,1982
818,control dances,year_birth,p1537,1937
819,control dances,year_birth,p1545,1975
820,control dances,year_birth,p1547,1968
821,control dances,year_birth,p1552,1989
822,control dances,year_birth,p1567,1949
823,control dances,year_birth,p1568,1950
824,control dances,year_birth,p1579,1951
825,control dances,year_birth,p1587,1965
826,control dances,year_birth,p1596,1953
827,control dances,year_birth,p1600,1974
828,control dances,year_birth,p1603,1990
829,control dances,year_birth,p1604,1955
830,control dances,year_birth,p1610,1978
831,control dances,year_birth,p1618,1971
832,control dances,year_birth,p1619,1948
833,control dances,year_birth,p1622,1956
834,control dances,year_birth,p1623,1971
835,control dances,year_birth,p1630,1999
836,control dances,year_birth,p1641,1944
837,control dances,year_birth,p1649,1943
838,control dances,year_birth,p1652,1971
839,control dances,year_birth,p1665,1980
840,control dances,year_birth,p1669,1968
841,control dances,year_birth,p1685,1956
842,control dances,year_birth,p1693,1986
843,control dances,year_birth,p1698,1973
844,control dances,year_birth,p1704,1976
845,control dances,year_birth,p1711,1969
846,control dances,year_birth,p1718,1975
847,control dances,year_birth,p1732,1971
848,control dances,year_birth,p1739,1943
849,control dances,year_birth,p1741,1942
850,control dances,year_birth,p1746,1975
851,control dances,year_birth,p1751,1987
852,control dances,year_birth,p1754,1959
853,control dances,year_birth,p1769,1971
854,control dances,year_birth,p1771,1968
855,control dances,year_birth,p1776,1953
856,control dances,year_birth,p1780,1969
857,control dances,year_birth,p1785,1979
858,control dances,year_birth,p1791,1986
